V3_BL_n	V4_BL
1.2	-2.2E-05
1.1800000000000002	-1.6E-05
1.1600000000000001	-1.6E-05
1.1400000000000001	-1.6E-05
1.12	-1.6E-05
1.1	-1.4E-05
1.08	-1.4E-05
1.06	-1.4E-05
1.04	-1.6E-05
1.02	-1.6E-05
1	-1.6E-05
0.98000000000000009	-1.8E-05
0.96000000000000008	-1.8E-05
0.94000000000000006	-1.9999999999999998E-05
0.92	-1.8E-05
0.9	-1.9999999999999998E-05
0.88	-2.2E-05
0.86	-1.8E-05
0.84000000000000008	-1.8E-05
0.82000000000000006	-1.8E-05
0.8	-1.8E-05
0.78	-1.8E-05
0.76	-1.6E-05
0.74	-1.6E-05
0.72000000000000008	-1.6E-05
0.70000000000000007	-1.6E-05
0.68	-1.8E-05
0.66	-1.8E-05
0.64	-1.8E-05
0.62	-1.8E-05
0.6	-1.8E-05
0.58000000000000007	-1.8E-05
0.56	-1.8E-05
0.54	-1.8E-05
0.52	-1.8E-05
0.5	-1.9999999999999998E-05
0.48000000000000004	-1.9999999999999998E-05
0.46	-1.9999999999999998E-05
0.44	-2.2E-05
0.42000000000000004	-1.9999999999999998E-05
0.4	-2.2E-05
0.38	-2.4E-05
0.36000000000000004	-1.9999999999999998E-05
0.34	-1.9999999999999998E-05
0.32	-8E-06
0.3	4.8E-05
0.28	0.00026
0.26	0.001242
0.24000000000000002	0.006382
0.22	1.007214
0.2	1.001708
0.18000000000000002	1.001682
0.16	1.001534
0.14	1.0015239999999999
0.12000000000000001	1.001572
0.1	1.0014319999999999
0.08	1.001566
0.060000000000000005	1.0013779999999999
0.04	1.0014779999999999
0.02	1.001394
0	1.001402
