V3_BL_n	V4_BL
1.2	0.000116
1.1800000000000002	-5.9999999999999995E-05
1.1600000000000001	-0.00025
1.1400000000000001	-0.000154
1.12	-0.000144
1.1	-0.000156
1.08	-0.00011399999999999999
1.06	-8.4E-05
1.04	-6.4E-05
1.02	-0.00011999999999999999
1	-8E-06
0.98000000000000009	-0.00011999999999999999
0.96000000000000008	-0.000144
0.94000000000000006	-0.000176
0.92	7.5999999999999991E-05
0.9	-0.00014199999999999998
0.88	-9.9999999999999991E-05
0.86	-4.6E-05
0.84000000000000008	-0.000298
0.82000000000000006	5.4E-05
0.8	-5.9999999999999995E-05
0.78	-0.000202
0.76	-0.000138
0.74	-8.8E-05
0.72000000000000008	-0.00015999999999999999
0.70000000000000007	-7.4E-05
0.68	-0.000134
0.66	-3.4E-05
0.64	-0.000194
0.62	7.2E-05
0.6	-7.2E-05
0.58000000000000007	-9.4E-05
0.56	-6.8E-05
0.54	-0.000204
0.52	9.8E-05
0.5	-0.00013
0.48000000000000004	-0.00031999999999999997
0.46	-0.000204
0.44	-0.000178
0.42000000000000004	-0.000188
0.4	-0.000134
0.38	-0.00026399999999999997
0.36000000000000004	-0.000286
0.34	-0.00014199999999999998
0.32	-0.00060799999999999993
0.3	0.001464
0.28	1.085902
0.26	1.005248
0.24000000000000002	1.002368
0.22	1.000504
0.2	0.99885399999999991
0.18000000000000002	0.997008
0.16	0.99514799999999992
0.14	0.993424
0.12000000000000001	0.99152999999999991
0.1	0.989934
0.08	0.98793199999999992
0.060000000000000005	0.98618
0.04	0.98415199999999992
0.02	0.98228399999999994
0	0.980602
