V3_BL_n	V4_BL
1.2	-6E-06
1.1800000000000002	0
1.1600000000000001	-2E-06
1.1400000000000001	-2E-06
1.12	-2E-06
1.1	-2E-06
1.08	0
1.06	0
1.04	-4E-06
1.02	0
1	-2E-06
0.98000000000000009	-2E-06
0.96000000000000008	-4E-06
0.94000000000000006	-2E-06
0.92	-4E-06
0.9	-2E-06
0.88	-2E-06
0.86	-2E-06
0.84000000000000008	-2E-06
0.82000000000000006	-4E-06
0.8	-4E-06
0.78	-2E-06
0.76	-2E-06
0.74	-2E-06
0.72000000000000008	-2E-06
0.70000000000000007	0
0.68	-2E-06
0.66	0
0.64	-2E-06
0.62	-2E-06
0.6	-2E-06
0.58000000000000007	-2E-06
0.56	-2E-06
0.54	-2E-06
0.52	-2E-06
0.5	-2E-06
0.48000000000000004	-6E-06
0.46	-2E-06
0.44	-2E-06
0.42000000000000004	-2E-06
0.4	-6E-06
0.38	-6E-06
0.36000000000000004	-6E-06
0.34	-8E-06
0.32	-4E-06
0.3	4E-06
0.28	4.4E-05
0.26	0.000308
0.24000000000000002	0.002436
0.22	1.081432
0.2	0.896706
0.18000000000000002	0.896724
0.16	0.89674599999999993
0.14	0.896708
0.12000000000000001	0.896632
0.1	0.89666799999999991
0.08	0.896648
0.060000000000000005	0.89661799999999992
0.04	0.89657999999999993
0.02	0.896504
0	0.89659
