V4_BL	V3_BL_n
1.2	6E-06
1.1800000000000002	2.9999999999999997E-05
1.1600000000000001	4E-06
1.1400000000000001	-4E-06
1.12	-4E-06
1.1	3.6E-05
1.08	0
1.06	2.4E-05
1.04	1.2E-05
1.02	0
1	-1.8E-05
0.98000000000000009	6.2E-05
0.96000000000000008	1.9999999999999998E-05
0.94000000000000006	5.6E-05
0.92	0.00014199999999999998
0.9	0.00016199999999999998
0.88	6.5999999999999992E-05
0.86	4.4E-05
0.84000000000000008	0.000148
0.82000000000000006	0.000178
0.8	0.000144
0.78	7.4E-05
0.76	2.9999999999999997E-05
0.74	0.000144
0.72000000000000008	7.8E-05
0.70000000000000007	7.2E-05
0.68	1.9999999999999998E-05
0.66	1.8E-05
0.64	1.8E-05
0.62	1.2E-05
0.6	-6E-06
0.58000000000000007	2.8E-05
0.56	4E-06
0.54	2E-06
0.52	3.6E-05
0.5	-6E-06
0.48000000000000004	6E-06
0.46	-4E-06
0.44	0.000104
0.42000000000000004	0.00015
0.4	6.8E-05
0.38	6.8E-05
0.36000000000000004	7.5999999999999991E-05
0.34	0.00017199999999999998
0.32	0.001542
0.3	0.0057399999999999994
0.28	0.97916399999999992
0.26	0.944492
0.24000000000000002	0.941622
0.22	0.940434
0.2	0.94838
0.18000000000000002	0.940388
0.16	0.939832
0.14	0.93954399999999993
0.12000000000000001	0.94004199999999993
0.1	0.938626
0.08	0.939406
0.060000000000000005	0.93874399999999991
0.04	0.938684
0.02	0.938622
0	0.938438
