V2_Q	V1_Q_n
0	1.2000119999999999
0.01	1.200006
0.02	1.200008
0.030000000000000002	1.2000039999999999
0.04	1.2000039999999999
0.05	1.200002
0.060000000000000005	1.2000039999999999
0.07	1.200006
0.08	1.20001
0.090000000000000011	1.2000039999999999
0.1	1.2000039999999999
0.11	1.2000039999999999
0.12000000000000001	1.2
0.13	1.1999959999999998
0.14	1.1999959999999998
0.15	1.199998
0.16	1.199992
0.17	1.199988
0.18000000000000002	1.1999819999999999
0.19	1.1999739999999999
0.2	1.199964
0.21000000000000002	1.1999579999999999
0.22	1.19994
0.23	1.199916
0.24000000000000002	1.199882
0.25	1.1998419999999999
0.26	1.199786
0.27	1.199712
0.28	1.199622
0.29000000000000004	1.19949
0.3	1.199326
0.31	1.199106
0.32	1.1988159999999999
0.33	1.1984299999999999
0.34	1.197924
0.35000000000000003	1.197274
0.36000000000000004	1.196426
0.37	1.195336
0.38	1.193934
0.39	1.192134
0.4	1.189824
0.41000000000000003	1.186874
0.42000000000000004	1.183246
0.43	1.178672
0.44	1.17266
0.45	1.164766
0.46	1.154282
0.47000000000000003	1.1404079999999999
0.48000000000000004	1.1209
0.49000000000000005	1.090744
0.5	1.012608
0.51	0.775632
0.52	0.629042
0.53	0.47647599999999996
0.54	0.292808
0.55	0.16243
0.56	0.099976
0.57000000000000006	0.070726
0.58000000000000007	0.053374
0.59000000000000008	0.041819999999999996
0.6	0.033164
0.61	0.026924
0.62	0.021804
0.63	0.01779
0.64	0.014589999999999999
0.65	0.011878
0.66	0.009774
0.67	0.00798
0.68	0.006548
0.69000000000000006	0.005312
0.70000000000000007	0.004318
0.71000000000000008	0.0035099999999999997
0.72000000000000008	0.0028339999999999997
0.73	0.002268
0.74	0.00181
0.75	0.001434
0.76	0.00113
0.77	0.000882
0.78	0.000682
0.79	0.00052399999999999994
0.8	0.00039799999999999997
0.81	0.000298
0.82000000000000006	0.000222
0.83000000000000007	0.000158
0.84000000000000008	0.00010999999999999999
0.85000000000000009	7.8E-05
0.86	5.8E-05
0.87	3.6E-05
0.88	2.4E-05
0.89	9.9999999999999991E-06
0.9	4E-06
0.91	-2E-06
0.92	-6E-06
0.93	-6E-06
0.94000000000000006	-1.2E-05
0.95000000000000007	-9.9999999999999991E-06
0.96000000000000008	-9.9999999999999991E-06
0.97000000000000008	-1.2E-05
0.98000000000000009	-1.4E-05
0.9900000000000001	-1.2E-05
1	-1.2E-05
1.01	-1.2E-05
1.02	-1.2E-05
1.03	-8E-06
1.04	-1.2E-05
1.05	-1.2E-05
1.06	-8E-06
1.07	-1.2E-05
1.08	-1.2E-05
1.09	-1.2E-05
1.1	-8E-06
1.11	-1.2E-05
1.12	-1.4E-05
1.1300000000000001	-8E-06
1.1400000000000001	-9.9999999999999991E-06
1.1500000000000001	-1.6E-05
1.1600000000000001	-6E-06
1.1700000000000002	-8E-06
1.1800000000000002	-6E-06
1.19	-9.9999999999999991E-06
1.2	-8E-06
