V2_Q	V1_Q_n
0	1.200006
0.012	1.200006
0.024	1.200006
0.036000000000000004	1.200006
0.048	1.2000039999999999
0.060000000000000005	1.200008
0.072000000000000008	1.200008
0.084	1.2000039999999999
0.096	1.200008
0.108	1.200006
0.12000000000000001	1.200008
0.132	1.20001
0.14400000000000002	1.2000119999999999
0.156	1.200008
0.168	1.200008
0.18000000000000002	1.200008
0.192	1.200006
0.20400000000000002	1.200002
0.216	1.199998
0.228	1.1999959999999998
0.24000000000000002	1.199988
0.252	1.1999819999999999
0.264	1.1999739999999999
0.276	1.199964
0.28800000000000003	1.1999419999999998
0.3	1.199916
0.312	1.199872
0.324	1.199818
0.336	1.1997419999999999
0.34800000000000003	1.199628
0.36000000000000004	1.199474
0.372	1.19926
0.384	1.19896
0.396	1.198554
0.40800000000000003	1.198
0.42000000000000004	1.197262
0.432	1.19631
0.444	1.195042
0.456	1.193408
0.468	1.191312
0.48000000000000004	1.1885459999999999
0.49200000000000005	1.18516
0.504	1.18066
0.516	1.174858
0.528	1.167448
0.54	1.15776
0.552	1.143938
0.56400000000000006	1.123626
0.57600000000000007	1.091524
0.58800000000000008	1.028214
0.6	0.88574199999999992
0.612	0.732332
0.624	0.678488
0.636	0.64917799999999992
0.648	0.628342
0.66	0.61165799999999992
0.672	0.597356
0.684	0.58462
0.69600000000000006	0.572966
0.70800000000000007	0.562058
0.72000000000000008	0.552106
0.732	0.542644
0.744	0.53323199999999993
0.756	0.524062
0.768	0.51485
0.78	0.506394
0.792	0.49768999999999997
0.804	0.48907999999999996
0.81600000000000006	0.480568
0.82800000000000007	0.47181799999999996
0.84000000000000008	0.46376799999999996
0.85200000000000009	0.455464
0.864	0.44722399999999995
0.876	0.438694
0.888	0.430876
0.9	0.42296999999999996
0.912	0.41468
0.924	0.40687599999999996
0.936	0.39915
0.94800000000000006	0.391542
0.96000000000000008	0.38412199999999996
0.97200000000000009	0.376826
0.9840000000000001	0.369556
0.996	0.36247799999999997
1.008	0.355518
1.02	0.348718
1.032	0.34205399999999997
1.044	0.335574
1.056	0.32922799999999997
1.068	0.32306399999999996
1.08	0.31706999999999996
1.092	0.311252
1.104	0.3056
1.116	0.300224
1.1280000000000001	0.294836
1.1400000000000001	0.28970199999999996
1.1520000000000001	0.284754
1.1640000000000002	0.27999999999999997
1.1760000000000002	0.27538599999999996
1.1880000000000002	0.270916
1.2	0.26662399999999997
