V1_Q_n	V2_Q
0	1.200068
0.01	1.200068
0.02	1.200068
0.030000000000000002	1.2000659999999999
0.04	1.2000659999999999
0.05	1.200062
0.060000000000000005	1.20007
0.07	1.200068
0.08	1.200068
0.090000000000000011	1.20007
0.1	1.20007
0.11	1.200068
0.12000000000000001	1.2000659999999999
0.13	1.2000659999999999
0.14	1.2000659999999999
0.15	1.200062
0.16	1.2000659999999999
0.17	1.20006
0.18000000000000002	1.20006
0.19	1.200052
0.2	1.200048
0.21000000000000002	1.2000439999999999
0.22	1.200034
0.23	1.200018
0.24000000000000002	1.2
0.25	1.199976
0.26	1.199946
0.27	1.1999039999999999
0.28	1.1998499999999999
0.29000000000000004	1.199778
0.3	1.199686
0.31	1.1995639999999999
0.32	1.199412
0.33	1.199206
0.34	1.198936
0.35000000000000003	1.198594
0.36000000000000004	1.1981439999999999
0.37	1.197584
0.38	1.19688
0.39	1.19596
0.4	1.194778
0.41000000000000003	1.1933399999999999
0.42000000000000004	1.1915559999999998
0.43	1.1892559999999999
0.44	1.1864
0.45	1.1828539999999999
0.46	1.17845
0.47000000000000003	1.172764
0.48000000000000004	1.1656279999999999
0.49000000000000005	1.156256
0.5	1.143586
0.51	1.125834
0.52	1.098366
0.53	1.03931
0.54	0.72912
0.55	0.626648
0.56	0.35758599999999996
0.57000000000000006	0.20990999999999999
0.58000000000000007	0.130162
0.59000000000000008	0.090394
0.6	0.067396
0.61	0.051974
0.62	0.040976
0.63	0.03269
0.64	0.026246
0.65	0.021176
0.66	0.017106
0.67	0.013816
0.68	0.011158
0.69000000000000006	0.00899
0.70000000000000007	0.007214
0.71000000000000008	0.005764
0.72000000000000008	0.004566
0.73	0.00363
0.74	0.002856
0.75	0.002238
0.76	0.00178
0.77	0.00142
0.78	0.00109
0.79	0.00083599999999999994
0.8	0.000636
0.81	0.00048199999999999995
0.82000000000000006	0.00036199999999999996
0.83000000000000007	0.000272
0.84000000000000008	0.000208
0.85000000000000009	0.000154
0.86	0.000118
0.87	8.9999999999999992E-05
0.88	6.8E-05
0.89	5.6E-05
0.9	4.6E-05
0.91	3.7999999999999995E-05
0.92	3.4E-05
0.93	2.9999999999999997E-05
0.94000000000000006	2.8E-05
0.95000000000000007	2.4E-05
0.96000000000000008	2.4E-05
0.97000000000000008	2.4E-05
0.98000000000000009	2.4E-05
0.9900000000000001	2.4E-05
1	2.4E-05
1.01	2.4E-05
1.02	2.4E-05
1.03	2.4E-05
1.04	2.6E-05
1.05	2.9999999999999997E-05
1.06	2.6E-05
1.07	2.6E-05
1.08	2.6E-05
1.09	2.6E-05
1.1	2.8E-05
1.11	2.8E-05
1.12	2.9999999999999997E-05
1.1300000000000001	2.9999999999999997E-05
1.1400000000000001	3.2E-05
1.1500000000000001	3.4E-05
1.1600000000000001	3.4E-05
1.1700000000000002	3.4E-05
1.1800000000000002	3.2E-05
1.19	3.2E-05
1.2	3.4E-05
