V2_Q	V1_Q_n
0	1.2
0.012	1.200002
0.024	1.2000039999999999
0.036000000000000004	1.2000039999999999
0.048	1.2000039999999999
0.060000000000000005	1.2000039999999999
0.072000000000000008	1.2000039999999999
0.084	1.2000039999999999
0.096	1.199998
0.108	1.2
0.12000000000000001	1.2000039999999999
0.132	1.200002
0.14400000000000002	1.200002
0.156	1.199998
0.168	1.2000039999999999
0.18000000000000002	1.200002
0.192	1.1999959999999998
0.20400000000000002	1.1999959999999998
0.216	1.199994
0.228	1.199992
0.24000000000000002	1.19998
0.252	1.199972
0.264	1.199962
0.276	1.199944
0.28800000000000003	1.1999119999999999
0.3	1.199876
0.312	1.199822
0.324	1.199744
0.336	1.1996339999999999
0.34800000000000003	1.199486
0.36000000000000004	1.199266
0.372	1.198964
0.384	1.198544
0.396	1.197956
0.40800000000000003	1.197144
0.42000000000000004	1.19603
0.432	1.194496
0.444	1.1924219999999999
0.456	1.1896339999999999
0.468	1.185868
0.48000000000000004	1.180818
0.49200000000000005	1.174068
0.504	1.164962
0.516	1.152434
0.528	1.134742
0.54	1.107362
0.552	1.0584799999999999
0.56400000000000006	0.89068399999999992
0.57600000000000007	0.700518
0.58800000000000008	0.629562
0.6	0.590676
0.612	0.56193799999999994
0.624	0.53872
0.636	0.518046
0.648	0.50034
0.66	0.48370799999999997
0.672	0.4687
0.684	0.45412399999999997
0.69600000000000006	0.44124199999999997
0.70800000000000007	0.428992
0.72000000000000008	0.41653799999999996
0.732	0.40498999999999996
0.744	0.394262
0.756	0.383722
0.768	0.37329799999999996
0.78	0.363874
0.792	0.354182
0.804	0.345028
0.81600000000000006	0.33636
0.82800000000000007	0.327772
0.84000000000000008	0.319268
0.85200000000000009	0.311708
0.864	0.304108
0.876	0.297044
0.888	0.290012
0.9	0.283088
0.912	0.27682599999999996
0.924	0.2706
0.936	0.264912
0.94800000000000006	0.259002
0.96000000000000008	0.25373799999999996
0.97200000000000009	0.24881599999999998
0.9840000000000001	0.24426399999999998
0.996	0.240008
1.008	0.23565799999999998
1.02	0.23163599999999998
1.032	0.22775399999999998
1.044	0.224242
1.056	0.220718
1.068	0.21706999999999999
1.08	0.214112
1.092	0.210816
1.104	0.20731
1.116	0.204432
1.1280000000000001	0.201542
1.1400000000000001	0.199216
1.1520000000000001	0.196764
1.1640000000000002	0.194384
1.1760000000000002	0.19189
1.1880000000000002	0.18961999999999998
1.2	0.187504
