V2_Q	V1_Q_n
0	1.200038
0.01	1.2000359999999999
0.02	1.200034
0.030000000000000002	1.200038
0.04	1.200038
0.05	1.20004
0.060000000000000005	1.20004
0.07	1.200046
0.08	1.2000439999999999
0.090000000000000011	1.200038
0.1	1.20004
0.11	1.2000439999999999
0.12000000000000001	1.200034
0.13	1.2000359999999999
0.14	1.20003
0.15	1.20003
0.16	1.2000279999999999
0.17	1.200026
0.18000000000000002	1.200018
0.19	1.20001
0.2	1.199998
0.21000000000000002	1.199978
0.22	1.199962
0.23	1.19994
0.24000000000000002	1.199906
0.25	1.19986
0.26	1.199798
0.27	1.1997179999999998
0.28	1.19962
0.29000000000000004	1.1994879999999999
0.3	1.199322
0.31	1.199098
0.32	1.198822
0.33	1.198462
0.34	1.19801
0.35000000000000003	1.1974339999999999
0.36000000000000004	1.196714
0.37	1.195814
0.38	1.194688
0.39	1.193276
0.4	1.19154
0.41000000000000003	1.189384
0.42000000000000004	1.186714
0.43	1.183416
0.44	1.179358
0.45	1.174264
0.46	1.1679359999999999
0.47000000000000003	1.1599
0.48000000000000004	1.1496499999999998
0.49000000000000005	1.1361919999999999
0.5	1.117792
0.51	1.09086
0.52	1.045304
0.53	0.833482
0.54	0.650998
0.55	0.60804
0.56	0.500714
0.57000000000000006	0.27011999999999997
0.58000000000000007	0.167786
0.59000000000000008	0.11095999999999999
0.6	0.081557999999999992
0.61	0.061812
0.62	0.048006
0.63	0.038634
0.64	0.031201999999999997
0.65	0.025405999999999998
0.66	0.020644
0.67	0.01688
0.68	0.013774
0.69000000000000006	0.011222
0.70000000000000007	0.0090739999999999987
0.71000000000000008	0.0073279999999999994
0.72000000000000008	0.0059299999999999995
0.73	0.0047659999999999994
0.74	0.003792
0.75	0.0030299999999999997
0.76	0.002404
0.77	0.001888
0.78	0.0014659999999999999
0.79	0.0011279999999999999
0.8	0.000868
0.81	0.00066
0.82000000000000006	0.000496
0.83000000000000007	0.000366
0.84000000000000008	0.00026399999999999997
0.85000000000000009	0.00018999999999999998
0.86	0.00013199999999999998
0.87	8.8E-05
0.88	5.8E-05
0.89	2.9999999999999997E-05
0.9	9.9999999999999991E-06
0.91	0
0.92	-1.4E-05
0.93	-1.6E-05
0.94000000000000006	-2.2E-05
0.95000000000000007	-2.8E-05
0.96000000000000008	-2.8E-05
0.97000000000000008	-3.2E-05
0.98000000000000009	-2.8E-05
0.9900000000000001	-2.9999999999999997E-05
1	-3.2E-05
1.01	-3.2E-05
1.02	-3.4E-05
1.03	-2.9999999999999997E-05
1.04	-2.9999999999999997E-05
1.05	-2.6E-05
1.06	-2.6E-05
1.07	-2.6E-05
1.08	-2.6E-05
1.09	-2.6E-05
1.1	-2.6E-05
1.11	-2.4E-05
1.12	-2.2E-05
1.1300000000000001	-1.9999999999999998E-05
1.1400000000000001	-2.2E-05
1.1500000000000001	-2.2E-05
1.1600000000000001	-2.2E-05
1.1700000000000002	-1.9999999999999998E-05
1.1800000000000002	-1.9999999999999998E-05
1.19	-2.2E-05
1.2	-1.8E-05
