V4_BL	V3_BL_n
1.2	-8E-06
1.1800000000000002	-6E-06
1.1600000000000001	-4E-06
1.1400000000000001	-6E-06
1.12	-4E-06
1.1	4E-06
1.08	0
1.06	2E-06
1.04	-6E-06
1.02	-2E-06
1	-4E-06
0.98000000000000009	-4E-06
0.96000000000000008	-4E-06
0.94000000000000006	-6E-06
0.92	-4E-06
0.9	0
0.88	2.4E-05
0.86	3.2E-05
0.84000000000000008	2E-06
0.82000000000000006	-4E-06
0.8	0
0.78	-2E-06
0.76	-6E-06
0.74	1.2E-05
0.72000000000000008	2E-06
0.70000000000000007	-2E-06
0.68	-4E-06
0.66	-2E-06
0.64	9.9999999999999991E-06
0.62	1.4E-05
0.6	2.4E-05
0.58000000000000007	1.4E-05
0.56	1.4E-05
0.54	9.9999999999999991E-06
0.52	4E-06
0.5	4E-06
0.48000000000000004	1.8E-05
0.46	4E-06
0.44	2.6E-05
0.42000000000000004	2E-06
0.4	6E-06
0.38	1.4E-05
0.36000000000000004	1.8E-05
0.34	5.6E-05
0.32	0.000312
0.3	0.00218
0.28	0.985294
0.26	0.97701399999999994
0.24000000000000002	0.97699399999999992
0.22	0.97700999999999993
0.2	0.977298
0.18000000000000002	0.97817199999999993
0.16	0.9777539999999999
0.14	0.977374
0.12000000000000001	0.97715
0.1	0.977092
0.08	0.97693
0.060000000000000005	0.976976
0.04	0.976976
0.02	0.97694799999999993
0	0.976992
