V4_BL	V3_BL_n
1.2	-8E-06
1.1800000000000002	-8E-06
1.1600000000000001	-6E-06
1.1400000000000001	-8E-06
1.12	-6E-06
1.1	-6E-06
1.08	-4E-06
1.06	-4E-06
1.04	-6E-06
1.02	-8E-06
1	-6E-06
0.98000000000000009	-6E-06
0.96000000000000008	-6E-06
0.94000000000000006	-6E-06
0.92	-4E-06
0.9	-6E-06
0.88	-6E-06
0.86	-6E-06
0.84000000000000008	-6E-06
0.82000000000000006	-6E-06
0.8	-4E-06
0.78	-6E-06
0.76	-6E-06
0.74	-8E-06
0.72000000000000008	-6E-06
0.70000000000000007	-8E-06
0.68	-8E-06
0.66	-4E-06
0.64	-9.9999999999999991E-06
0.62	-6E-06
0.6	-6E-06
0.58000000000000007	-8E-06
0.56	-9.9999999999999991E-06
0.54	-6E-06
0.52	0
0.5	4E-06
0.48000000000000004	-2E-06
0.46	4E-06
0.44	4E-06
0.42000000000000004	0
0.4	6E-06
0.38	-2E-06
0.36000000000000004	4E-06
0.34	1.8E-05
0.32	0.000104
0.3	0.00074
0.28	0.007868
0.26	0.95183999999999991
0.24000000000000002	0.91489199999999993
0.22	0.91488799999999992
0.2	0.91482999999999992
0.18000000000000002	0.914848
0.16	0.914832
0.14	0.91483799999999993
0.12000000000000001	0.914862
0.1	0.914786
0.08	0.914808
0.060000000000000005	0.91479
0.04	0.91481
0.02	0.914766
0	0.914778
