V3_BL_n	V4_BL
1.2	-2.2E-05
1.1800000000000002	-1.4E-05
1.1600000000000001	-1.4E-05
1.1400000000000001	-1.8E-05
1.12	-1.9999999999999998E-05
1.1	-2.2E-05
1.08	-2.2E-05
1.06	-1.9999999999999998E-05
1.04	-2.2E-05
1.02	-2.4E-05
1	-1.8E-05
0.98000000000000009	-1.9999999999999998E-05
0.96000000000000008	-1.8E-05
0.94000000000000006	-1.8E-05
0.92	-1.8E-05
0.9	-1.8E-05
0.88	-1.6E-05
0.86	-1.8E-05
0.84000000000000008	-1.8E-05
0.82000000000000006	-1.8E-05
0.8	-1.8E-05
0.78	-1.8E-05
0.76	-1.6E-05
0.74	-1.6E-05
0.72000000000000008	-1.8E-05
0.70000000000000007	-1.8E-05
0.68	-1.4E-05
0.66	-1.8E-05
0.64	-1.6E-05
0.62	-1.9999999999999998E-05
0.6	-1.8E-05
0.58000000000000007	-1.8E-05
0.56	-1.9999999999999998E-05
0.54	-9.9999999999999991E-06
0.52	-1.2E-05
0.5	-1.4E-05
0.48000000000000004	-2.2E-05
0.46	-1.8E-05
0.44	-2.2E-05
0.42000000000000004	-2.2E-05
0.4	-2.4E-05
0.38	-2.4E-05
0.36000000000000004	-2.4E-05
0.34	-2.6E-05
0.32	-1.2E-05
0.3	5.9999999999999995E-05
0.28	0.00056
0.26	0.003714
0.24000000000000002	1.135858
0.22	0.95536199999999993
0.2	0.95538
0.18000000000000002	0.95532
0.16	0.955384
0.14	0.955356
0.12000000000000001	0.955386
0.1	0.955352
0.08	0.95541199999999993
0.060000000000000005	0.955266
0.04	0.955322
0.02	0.95533799999999991
0	0.95527999999999991
