V3_BL_n	V4_BL
1.2	2.9999999999999997E-05
1.1800000000000002	3.4E-05
1.1600000000000001	3.2E-05
1.1400000000000001	3.4E-05
1.12	3.2E-05
1.1	3.2E-05
1.08	3.2E-05
1.06	3.2E-05
1.04	2.9999999999999997E-05
1.02	3.4E-05
1	2.8E-05
0.98000000000000009	2.8E-05
0.96000000000000008	3.4E-05
0.94000000000000006	3.2E-05
0.92	3.2E-05
0.9	2.9999999999999997E-05
0.88	2.9999999999999997E-05
0.86	3.2E-05
0.84000000000000008	3.2E-05
0.82000000000000006	3.2E-05
0.8	3.2E-05
0.78	3.2E-05
0.76	3.4E-05
0.74	2.6E-05
0.72000000000000008	3.2E-05
0.70000000000000007	3.4E-05
0.68	3.2E-05
0.66	3.4E-05
0.64	3.2E-05
0.62	2.9999999999999997E-05
0.6	2.8E-05
0.58000000000000007	2.9999999999999997E-05
0.56	3.2E-05
0.54	2.9999999999999997E-05
0.52	2.6E-05
0.5	2.6E-05
0.48000000000000004	1.9999999999999998E-05
0.46	1.8E-05
0.44	1.6E-05
0.42000000000000004	9.9999999999999991E-06
0.4	6E-06
0.38	4E-06
0.36000000000000004	0
0.34	2E-06
0.32	3.2E-05
0.3	0.00016199999999999998
0.28	0.000652
0.26	0.002536
0.24000000000000002	0.013118
0.22	0.93389
0.2	0.92915799999999993
0.18000000000000002	0.928994
0.16	0.928732
0.14	0.928442
0.12000000000000001	0.928066
0.1	0.92777199999999993
0.08	0.927396
0.060000000000000005	0.927176
0.04	0.92676799999999993
0.02	0.926392
0	0.9260259999999999
