V4_BL	V3_BL_n
1.2	1.4E-05
1.1800000000000002	1.8E-05
1.1600000000000001	1.8E-05
1.1400000000000001	1.4E-05
1.12	1.6E-05
1.1	1.6E-05
1.08	1.6E-05
1.06	1.9999999999999998E-05
1.04	1.8E-05
1.02	1.6E-05
1	1.6E-05
0.98000000000000009	1.6E-05
0.96000000000000008	1.8E-05
0.94000000000000006	1.8E-05
0.92	1.8E-05
0.9	1.8E-05
0.88	1.6E-05
0.86	1.4E-05
0.84000000000000008	1.2E-05
0.82000000000000006	9.9999999999999991E-06
0.8	4E-06
0.78	-2E-06
0.76	-1.4E-05
0.74	-2.2E-05
0.72000000000000008	-2.8E-05
0.70000000000000007	-3.4E-05
0.68	-4.2E-05
0.66	-4.9999999999999996E-05
0.64	-5.6E-05
0.62	-6.5999999999999992E-05
0.6	-7.5999999999999991E-05
0.58000000000000007	-8.599999999999999E-05
0.56	-9.6E-05
0.54	-0.000108
0.52	-0.00011999999999999999
0.5	-0.000134
0.48000000000000004	-0.000148
0.46	-0.00016199999999999998
0.44	-0.00017199999999999998
0.42000000000000004	-0.000188
0.4	-0.000196
0.38	-0.000204
0.36000000000000004	-0.00018199999999999998
0.34	-0.00014199999999999998
0.32	-3.9999999999999996E-05
0.3	0.00021999999999999998
0.28	0.001142
0.26	0.0031219999999999998
0.24000000000000002	0.009914
0.22	0.037244
0.2	0.671118
0.18000000000000002	0.911308
0.16	0.910978
0.14	0.911936
0.12000000000000001	0.912196
0.1	0.91196599999999994
0.08	0.911086
0.060000000000000005	0.91112399999999993
0.04	0.91177199999999992
0.02	0.911844
0	0.91143
