V4_BL	V3_BL_n
1.2	2.2E-05
1.1800000000000002	2.4E-05
1.1600000000000001	6E-06
1.1400000000000001	4.8E-05
1.12	3.9999999999999996E-05
1.1	4.6E-05
1.08	4.8E-05
1.06	4.6E-05
1.04	3.7999999999999995E-05
1.02	4.6E-05
1	4.2E-05
0.98000000000000009	3.9999999999999996E-05
0.96000000000000008	4.6E-05
0.94000000000000006	5.2E-05
0.92	4.6E-05
0.9	3.6E-05
0.88	3.7999999999999995E-05
0.86	3.7999999999999995E-05
0.84000000000000008	4.8E-05
0.82000000000000006	2.6E-05
0.8	3.6E-05
0.78	3.6E-05
0.76	5.4E-05
0.74	2.8E-05
0.72000000000000008	2E-06
0.70000000000000007	-5.9999999999999995E-05
0.68	-0.00018199999999999998
0.66	-0.00040199999999999996
0.64	-0.00065
0.62	-0.00081399999999999994
0.6	-0.000972
0.58000000000000007	-0.001132
0.56	-0.0014299999999999999
0.54	-0.001388
0.52	-0.001558
0.5	-0.001738
0.48000000000000004	-0.0019019999999999998
0.46	-0.002098
0.44	-0.002342
0.42000000000000004	-0.002534
0.4	-0.002892
0.38	-0.003142
0.36000000000000004	-0.003316
0.34	-0.003456
0.32	-0.0035399999999999997
0.3	-0.003296
0.28	-0.001862
0.26	0.0037579999999999996
0.24000000000000002	0.671288
0.22	0.909748
0.2	0.908226
0.18000000000000002	0.906538
0.16	0.904836
0.14	0.90312399999999993
0.12000000000000001	0.90121999999999991
0.1	0.89960599999999991
0.08	0.89777999999999991
0.060000000000000005	0.895994
0.04	0.89413999999999993
0.02	0.892446
0	0.89066
