V4_BL	V3_BL_n
1.2	2E-06
1.1800000000000002	4E-06
1.1600000000000001	6E-06
1.1400000000000001	6E-06
1.12	6E-06
1.1	4E-06
1.08	6E-06
1.06	6E-06
1.04	8E-06
1.02	8E-06
1	6E-06
0.98000000000000009	6E-06
0.96000000000000008	6E-06
0.94000000000000006	6E-06
0.92	6E-06
0.9	8E-06
0.88	8E-06
0.86	8E-06
0.84000000000000008	6E-06
0.82000000000000006	9.9999999999999991E-06
0.8	6E-06
0.78	6E-06
0.76	1.2E-05
0.74	4E-06
0.72000000000000008	6E-06
0.70000000000000007	4E-06
0.68	8E-06
0.66	6E-06
0.64	8E-06
0.62	6E-06
0.6	2E-06
0.58000000000000007	6E-06
0.56	4E-06
0.54	0
0.52	0
0.5	0
0.48000000000000004	-2E-06
0.46	-6E-06
0.44	-6E-06
0.42000000000000004	-1.2E-05
0.4	-1.4E-05
0.38	-1.9999999999999998E-05
0.36000000000000004	-1.9999999999999998E-05
0.34	-2.4E-05
0.32	-9.9999999999999991E-06
0.3	3.9999999999999996E-05
0.28	0.000274
0.26	0.00132
0.24000000000000002	0.006814
0.22	0.966472
0.2	0.9339059999999999
0.18000000000000002	0.9337
0.16	0.93354399999999993
0.14	0.933268
0.12000000000000001	0.93304
0.1	0.9327979999999999
0.08	0.932514
0.060000000000000005	0.93225799999999992
0.04	0.932024
0.02	0.931742
0	0.93144799999999994
