V4_BL	V3_BL_n
1.2	1.19996
1.1800000000000002	1.199964
1.1600000000000001	1.199962
1.1400000000000001	1.199968
1.12	1.199968
1.1	1.199964
1.08	1.199956
1.06	1.1999579999999999
1.04	1.1999579999999999
1.02	1.199954
1	1.199956
0.98000000000000009	1.1999579999999999
0.96000000000000008	1.1999579999999999
0.94000000000000006	1.199964
0.92	1.199964
0.9	1.1999579999999999
0.88	1.19996
0.86	1.199964
0.84000000000000008	1.199962
0.82000000000000006	1.1999739999999999
0.8	1.1999739999999999
0.78	1.199978
0.76	1.199976
0.74	1.199978
0.72000000000000008	1.1999739999999999
0.70000000000000007	1.199976
0.68	1.199976
0.66	1.1999739999999999
0.64	1.199976
0.62	1.199978
0.6	1.199976
0.58000000000000007	1.199978
0.56	1.1999819999999999
0.54	1.199984
0.52	1.199986
0.5	1.19998
0.48000000000000004	1.19998
0.46	1.199986
0.44	1.199984
0.42000000000000004	1.1999819999999999
0.4	1.199986
0.38	1.199986
0.36000000000000004	1.19998
0.34	1.199986
0.32	1.199988
0.3	1.199986
0.28	1.199988
0.26	1.199992
0.24000000000000002	1.199992
0.22	1.199992
0.2	1.199992
0.18000000000000002	1.19999
0.16	1.199994
0.14	1.19999
0.12000000000000001	1.199994
0.1	1.199988
0.08	1.19999
0.060000000000000005	1.19999
0.04	1.19999
0.02	1.199988
0	1.199994
