V4_BL	V3_BL_n
1.2	1.9999999999999998E-05
1.1800000000000002	2.2E-05
1.1600000000000001	2.2E-05
1.1400000000000001	2.2E-05
1.12	2.4E-05
1.1	2.2E-05
1.08	2.6E-05
1.06	1.9999999999999998E-05
1.04	1.8E-05
1.02	2.2E-05
1	1.8E-05
0.98000000000000009	1.6E-05
0.96000000000000008	2.2E-05
0.94000000000000006	1.9999999999999998E-05
0.92	1.9999999999999998E-05
0.9	1.9999999999999998E-05
0.88	1.9999999999999998E-05
0.86	2.2E-05
0.84000000000000008	1.9999999999999998E-05
0.82000000000000006	2.2E-05
0.8	2.4E-05
0.78	1.9999999999999998E-05
0.76	2.2E-05
0.74	2.4E-05
0.72000000000000008	2.2E-05
0.70000000000000007	2.6E-05
0.68	1.9999999999999998E-05
0.66	2.2E-05
0.64	2.2E-05
0.62	2.2E-05
0.6	1.9999999999999998E-05
0.58000000000000007	2.2E-05
0.56	2.2E-05
0.54	1.9999999999999998E-05
0.52	1.8E-05
0.5	1.6E-05
0.48000000000000004	1.6E-05
0.46	1.6E-05
0.44	1.6E-05
0.42000000000000004	1.4E-05
0.4	1.2E-05
0.38	1.2E-05
0.36000000000000004	1.4E-05
0.34	2.6E-05
0.32	6.2E-05
0.3	0.000204
0.28	0.00070199999999999993
0.26	0.002626
0.24000000000000002	0.010459999999999999
0.22	0.961982
0.2	0.962348
0.18000000000000002	0.962204
0.16	0.96206399999999992
0.14	0.961934
0.12000000000000001	0.96176
0.1	0.961594
0.08	0.961464
0.060000000000000005	0.961274
0.04	0.961078
0.02	0.96090599999999993
0	0.960726
