V3_BL_n	V4_BL
1.2	-2.6E-05
1.1800000000000002	-1.9999999999999998E-05
1.1600000000000001	-2.4E-05
1.1400000000000001	-2.6E-05
1.12	-2.4E-05
1.1	-2.4E-05
1.08	-2.8E-05
1.06	-2.4E-05
1.04	-2.8E-05
1.02	-2.9999999999999997E-05
1	-2.8E-05
0.98000000000000009	-2.8E-05
0.96000000000000008	-3.2E-05
0.94000000000000006	-3.2E-05
0.92	-2.9999999999999997E-05
0.9	-3.2E-05
0.88	-3.6E-05
0.86	-3.2E-05
0.84000000000000008	-3.4E-05
0.82000000000000006	-4.6E-05
0.8	-4.8E-05
0.78	-5.4E-05
0.76	-7E-05
0.74	-7.9999999999999993E-05
0.72000000000000008	-8.4E-05
0.70000000000000007	-9.9999999999999991E-05
0.68	-0.000124
0.66	-0.00014199999999999998
0.64	-0.00015999999999999999
0.62	-0.000196
0.6	-0.000226
0.58000000000000007	-0.000248
0.56	-0.000294
0.54	-0.00034199999999999996
0.52	-0.000372
0.5	-0.000416
0.48000000000000004	-0.00049199999999999992
0.46	-0.000536
0.44	-0.00056
0.42000000000000004	-0.00062199999999999994
0.4	-0.000652
0.38	-0.00064799999999999992
0.36000000000000004	-0.000646
0.34	-0.00062
0.32	-0.000594
0.3	-0.000484
0.28	-0.000248
0.26	-0.000136
0.24000000000000002	0.000314
0.22	0.000694
0.2	0.0011799999999999998
0.18000000000000002	0.001908
0.16	0.002436
0.14	0.003346
0.12000000000000001	0.004464
0.1	0.0053419999999999995
0.08	0.006686
0.060000000000000005	0.008312
0.04	0.010145999999999999
0.02	0.013505999999999999
0	0.019441999999999997
