V3_BL_n	V4_BL
1.2	4.4E-05
1.1800000000000002	4.8E-05
1.1600000000000001	4.6E-05
1.1400000000000001	4.6E-05
1.12	4.6E-05
1.1	4.6E-05
1.08	4.6E-05
1.06	4.8E-05
1.04	4.8E-05
1.02	4.8E-05
1	4.8E-05
0.98000000000000009	4.6E-05
0.96000000000000008	4.6E-05
0.94000000000000006	4.8E-05
0.92	4.8E-05
0.9	4.6E-05
0.88	4.6E-05
0.86	4.8E-05
0.84000000000000008	4.8E-05
0.82000000000000006	4.8E-05
0.8	4.6E-05
0.78	4.6E-05
0.76	4.6E-05
0.74	4.8E-05
0.72000000000000008	4.8E-05
0.70000000000000007	4.4E-05
0.68	4.8E-05
0.66	4.6E-05
0.64	4.2E-05
0.62	4.2E-05
0.6	4.4E-05
0.58000000000000007	3.9999999999999996E-05
0.56	4.2E-05
0.54	4.2E-05
0.52	3.9999999999999996E-05
0.5	3.7999999999999995E-05
0.48000000000000004	3.9999999999999996E-05
0.46	3.9999999999999996E-05
0.44	3.4E-05
0.42000000000000004	3.2E-05
0.4	3.2E-05
0.38	2.8E-05
0.36000000000000004	2.6E-05
0.34	1.9999999999999998E-05
0.32	2.8E-05
0.3	5.4E-05
0.28	0.000196
0.26	0.00081399999999999994
0.24000000000000002	0.0037159999999999997
0.22	0.979232
0.2	0.95362399999999992
0.18000000000000002	0.953518
0.16	0.953314
0.14	0.95308399999999993
0.12000000000000001	0.95288
0.1	0.952696
0.08	0.95246199999999992
0.060000000000000005	0.952214
0.04	0.9520019999999999
0.02	0.95175199999999993
0	0.95152399999999993
