V4_BL	V3_BL_n
1.2	-5.6E-05
1.1800000000000002	-4.9999999999999996E-05
1.1600000000000001	-5.2E-05
1.1400000000000001	-5.2E-05
1.12	-5.6E-05
1.1	-5.6E-05
1.08	-5.4E-05
1.06	-5.2E-05
1.04	-5.4E-05
1.02	-5.4E-05
1	-5.2E-05
0.98000000000000009	-5.4E-05
0.96000000000000008	-5.4E-05
0.94000000000000006	-5.2E-05
0.92	-5.4E-05
0.9	-5.2E-05
0.88	-5.8E-05
0.86	-5.6E-05
0.84000000000000008	-6.2E-05
0.82000000000000006	-6.4E-05
0.8	-7.4E-05
0.78	-7.9999999999999993E-05
0.76	-8.8E-05
0.74	-9.8E-05
0.72000000000000008	-0.00010999999999999999
0.70000000000000007	-0.00011999999999999999
0.68	-0.000138
0.66	-0.00015199999999999998
0.64	-0.000174
0.62	-0.000194
0.6	-0.000212
0.58000000000000007	-0.000234
0.56	-0.000258
0.54	-0.000292
0.52	-0.00031999999999999997
0.5	-0.000356
0.48000000000000004	-0.000392
0.46	-0.000432
0.44	-0.00047999999999999996
0.42000000000000004	-0.00052
0.4	-0.00057
0.38	-0.000612
0.36000000000000004	-0.000652
0.34	-0.000682
0.32	-0.000696
0.3	-0.00070199999999999993
0.28	-0.00069
0.26	-0.0006
0.24000000000000002	-0.00060799999999999993
0.22	-0.00041799999999999997
0.2	0.00019999999999999998
0.18000000000000002	0.001108
0.16	0.002656
0.14	0.005386
0.12000000000000001	0.010712
0.1	0.020614
0.08	0.046293999999999995
0.060000000000000005	0.1124
0.04	0.211646
0.02	0.31379799999999997
0	0.39705799999999997
