V3_BL_n	V4_BL
1.2	5.2E-05
1.1800000000000002	4.9999999999999996E-05
1.1600000000000001	5.2E-05
1.1400000000000001	5.4E-05
1.12	5.2E-05
1.1	5.4E-05
1.08	5.2E-05
1.06	5.4E-05
1.04	5.4E-05
1.02	5.4E-05
1	5.2E-05
0.98000000000000009	5.4E-05
0.96000000000000008	5.6E-05
0.94000000000000006	5.4E-05
0.92	5.4E-05
0.9	5.4E-05
0.88	5.6E-05
0.86	5.4E-05
0.84000000000000008	5.2E-05
0.82000000000000006	5.6E-05
0.8	5.2E-05
0.78	5.2E-05
0.76	4.9999999999999996E-05
0.74	4.8E-05
0.72000000000000008	3.9999999999999996E-05
0.70000000000000007	3.4E-05
0.68	1.8E-05
0.66	-1.4E-05
0.64	-4.9999999999999996E-05
0.62	-7.5999999999999991E-05
0.6	-0.000102
0.58000000000000007	-0.00013199999999999998
0.56	-0.000158
0.54	-0.00018999999999999998
0.52	-0.00022799999999999999
0.5	-0.00026399999999999997
0.48000000000000004	-0.000288
0.46	-0.00033
0.44	-0.00037799999999999997
0.42000000000000004	-0.00039999999999999996
0.4	-0.000416
0.38	-0.00039
0.36000000000000004	-0.000274
0.34	0.00015
0.32	0.0015279999999999998
0.3	0.0069419999999999994
0.28	0.902388
0.26	0.935774
0.24000000000000002	0.93566799999999994
0.22	0.935658
0.2	0.93554799999999994
0.18000000000000002	0.93532799999999994
0.16	0.935214
0.14	0.93512999999999991
0.12000000000000001	0.93493799999999994
0.1	0.93481799999999993
0.08	0.934682
0.060000000000000005	0.93431999999999993
0.04	0.93438
0.02	0.93420399999999992
0	0.933924
