V3_BL_n	V4_BL
1.2	-1.6E-05
1.1800000000000002	-1.4E-05
1.1600000000000001	-1.4E-05
1.1400000000000001	-1.2E-05
1.12	-1.2E-05
1.1	-1.2E-05
1.08	-1.2E-05
1.06	-1.4E-05
1.04	-1.2E-05
1.02	-1.2E-05
1	-1.2E-05
0.98000000000000009	-1.2E-05
0.96000000000000008	-1.2E-05
0.94000000000000006	-8E-06
0.92	-9.9999999999999991E-06
0.9	-1.4E-05
0.88	-1.4E-05
0.86	-9.9999999999999991E-06
0.84000000000000008	-1.2E-05
0.82000000000000006	-9.9999999999999991E-06
0.8	-1.4E-05
0.78	-1.2E-05
0.76	-1.2E-05
0.74	-1.4E-05
0.72000000000000008	-1.2E-05
0.70000000000000007	-1.2E-05
0.68	-9.9999999999999991E-06
0.66	-1.2E-05
0.64	-1.2E-05
0.62	-1.6E-05
0.6	-1.4E-05
0.58000000000000007	-1.8E-05
0.56	-1.2E-05
0.54	-1.2E-05
0.52	-1.2E-05
0.5	-1.4E-05
0.48000000000000004	-1.2E-05
0.46	-1.6E-05
0.44	-1.2E-05
0.42000000000000004	-9.9999999999999991E-06
0.4	-8E-06
0.38	7.5999999999999991E-05
0.36000000000000004	0.00075999999999999993
0.34	0.006886
0.32	0.984046
0.3	0.91647
0.28	0.9164779999999999
0.26	0.91766399999999992
0.24000000000000002	0.920508
0.22	0.920454
0.2	0.92050599999999994
0.18000000000000002	0.92043999999999992
0.16	0.9205
0.14	0.92038999999999993
0.12000000000000001	0.92043999999999992
0.1	0.92035
0.08	0.92045599999999994
0.060000000000000005	0.92041
0.04	0.920392
0.02	0.920342
0	0.92042399999999991
