V3_BL_n	V4_BL
1.2	-1.8E-05
1.1800000000000002	-1.2E-05
1.1600000000000001	-1.6E-05
1.1400000000000001	-1.4E-05
1.12	-1.2E-05
1.1	-1.4E-05
1.08	-1.4E-05
1.06	-1.2E-05
1.04	-1.2E-05
1.02	-1.6E-05
1	-1.4E-05
0.98000000000000009	-1.2E-05
0.96000000000000008	-1.6E-05
0.94000000000000006	-1.2E-05
0.92	-1.2E-05
0.9	-1.2E-05
0.88	-9.9999999999999991E-06
0.86	-1.4E-05
0.84000000000000008	-1.2E-05
0.82000000000000006	-1.2E-05
0.8	-9.9999999999999991E-06
0.78	-9.9999999999999991E-06
0.76	-9.9999999999999991E-06
0.74	-9.9999999999999991E-06
0.72000000000000008	-9.9999999999999991E-06
0.70000000000000007	-1.2E-05
0.68	-1.2E-05
0.66	-9.9999999999999991E-06
0.64	-1.4E-05
0.62	-1.4E-05
0.6	-1.2E-05
0.58000000000000007	-1.2E-05
0.56	-1.2E-05
0.54	-1.2E-05
0.52	-1.2E-05
0.5	-1.6E-05
0.48000000000000004	-1.6E-05
0.46	-1.4E-05
0.44	-1.8E-05
0.42000000000000004	-1.8E-05
0.4	-1.2E-05
0.38	7.2E-05
0.36000000000000004	0.0010559999999999999
0.34	0.014842
0.32	0.989594
0.3	0.93313399999999991
0.28	0.933152
0.26	0.93310799999999994
0.24000000000000002	0.9331839999999999
0.22	0.93311199999999994
0.2	0.933048
0.18000000000000002	0.93307
0.16	0.933072
0.14	0.93310799999999994
0.12000000000000001	0.93303399999999992
0.1	0.933072
0.08	0.93304
0.060000000000000005	0.933074
0.04	0.933008
0.02	0.93302999999999992
0	0.933012
