V4_BL	V3_BL_n
1.2	-2E-06
1.1800000000000002	4E-06
1.1600000000000001	-6E-06
1.1400000000000001	-6E-06
1.12	-2E-06
1.1	-2E-06
1.08	4E-06
1.06	-6E-06
1.04	-4E-06
1.02	-4E-06
1	-2E-06
0.98000000000000009	2E-06
0.96000000000000008	-8E-06
0.94000000000000006	-2E-06
0.92	-4E-06
0.9	-2E-06
0.88	4E-06
0.86	-6E-06
0.84000000000000008	2E-06
0.82000000000000006	-4E-06
0.8	-6E-06
0.78	2E-06
0.76	-6E-06
0.74	2E-06
0.72000000000000008	-4E-06
0.70000000000000007	-9.9999999999999991E-06
0.68	-2E-06
0.66	-1.4E-05
0.64	2E-06
0.62	-6E-06
0.6	-9.9999999999999991E-06
0.58000000000000007	-6E-06
0.56	-1.2E-05
0.54	0
0.52	0
0.5	-2E-06
0.48000000000000004	-2E-06
0.46	5.4E-05
0.44	-8E-06
0.42000000000000004	-4E-06
0.4	-2E-06
0.38	1.4E-05
0.36000000000000004	8.4E-05
0.34	0.000664
0.32	0.005318
0.3	1.154668
0.28	0.9320759999999999
0.26	0.932052
0.24000000000000002	0.93204999999999993
0.22	0.93209199999999992
0.2	0.93203399999999992
0.18000000000000002	0.931994
0.16	0.931966
0.14	0.932018
0.12000000000000001	0.93202
0.1	0.93199199999999993
0.08	0.93196
0.060000000000000005	0.93197199999999991
0.04	0.93199199999999993
0.02	0.931974
0	0.931944
