V3_BL_n	V4_BL
1.2	-2.4E-05
1.1800000000000002	-2.2E-05
1.1600000000000001	-2.2E-05
1.1400000000000001	-2.2E-05
1.12	-1.9999999999999998E-05
1.1	-1.9999999999999998E-05
1.08	-1.9999999999999998E-05
1.06	-1.6E-05
1.04	-1.6E-05
1.02	-1.8E-05
1	-2.4E-05
0.98000000000000009	-1.8E-05
0.96000000000000008	-1.8E-05
0.94000000000000006	-1.9999999999999998E-05
0.92	-1.9999999999999998E-05
0.9	-1.9999999999999998E-05
0.88	-1.9999999999999998E-05
0.86	-1.8E-05
0.84000000000000008	-1.9999999999999998E-05
0.82000000000000006	-1.6E-05
0.8	-1.8E-05
0.78	-2.2E-05
0.76	-1.9999999999999998E-05
0.74	-1.6E-05
0.72000000000000008	-1.9999999999999998E-05
0.70000000000000007	-1.8E-05
0.68	-1.6E-05
0.66	-1.9999999999999998E-05
0.64	-1.8E-05
0.62	-1.9999999999999998E-05
0.6	-2.2E-05
0.58000000000000007	-2.6E-05
0.56	-2.4E-05
0.54	-2.2E-05
0.52	-1.6E-05
0.5	-2.2E-05
0.48000000000000004	-1.8E-05
0.46	-2.2E-05
0.44	-2.4E-05
0.42000000000000004	-2.4E-05
0.4	-2.4E-05
0.38	-8E-06
0.36000000000000004	2.8E-05
0.34	0.00027
0.32	0.0017259999999999999
0.3	0.012026
0.28	0.9683179999999999
0.26	0.944966
0.24000000000000002	0.94497999999999993
0.22	0.94497199999999992
0.2	0.944974
0.18000000000000002	0.94495999999999991
0.16	0.94490999999999992
0.14	0.944936
0.12000000000000001	0.944916
0.1	0.944904
0.08	0.944894
0.060000000000000005	0.9449
0.04	0.944886
0.02	0.944862
0	0.94485199999999991
