V3_BL_n	V4_BL
1.2	-2.6E-05
1.1800000000000002	-1.8E-05
1.1600000000000001	-2.9999999999999997E-05
1.1400000000000001	-2.9999999999999997E-05
1.12	-3.2E-05
1.1	-3.7999999999999995E-05
1.08	-4.2E-05
1.06	-4.6E-05
1.04	-2.6E-05
1.02	-2.6E-05
1	-2.8E-05
0.98000000000000009	-2.2E-05
0.96000000000000008	-3.2E-05
0.94000000000000006	-2.4E-05
0.92	-2.8E-05
0.9	-4.8E-05
0.88	-4.2E-05
0.86	-5.9999999999999995E-05
0.84000000000000008	-2.4E-05
0.82000000000000006	-2.2E-05
0.8	-1.6E-05
0.78	-3.7999999999999995E-05
0.76	-3.6E-05
0.74	-5.6E-05
0.72000000000000008	-6.5999999999999992E-05
0.70000000000000007	-8.4E-05
0.68	-7.8E-05
0.66	-7.5999999999999991E-05
0.64	-2.2E-05
0.62	-2.4E-05
0.6	-2.2E-05
0.58000000000000007	-1.8E-05
0.56	-1.8E-05
0.54	-1.8E-05
0.52	-1.8E-05
0.5	-1.8E-05
0.48000000000000004	-1.8E-05
0.46	-1.9999999999999998E-05
0.44	-2.8E-05
0.42000000000000004	-2.4E-05
0.4	-1.9999999999999998E-05
0.38	-2.2E-05
0.36000000000000004	-2.4E-05
0.34	-2.6E-05
0.32	-2.6E-05
0.3	-2.6E-05
0.28	-2.2E-05
0.26	1.6E-05
0.24000000000000002	0.00018199999999999998
0.22	0.001338
0.2	0.011312
0.18000000000000002	1.009878
0.16	0.95636199999999993
0.14	0.95636599999999994
0.12000000000000001	0.95631
0.1	0.95627999999999991
0.08	0.956286
0.060000000000000005	0.956278
0.04	0.956332
0.02	0.95630399999999993
0	0.956302
