V4_BL	V3_BL_n
1.2	-4E-06
1.1800000000000002	0
1.1600000000000001	0
1.1400000000000001	-4E-06
1.12	-4E-06
1.1	0
1.08	0
1.06	0
1.04	0
1.02	0
1	0
0.98000000000000009	2E-06
0.96000000000000008	0
0.94000000000000006	0
0.92	-2E-06
0.9	2E-06
0.88	0
0.86	0
0.84000000000000008	0
0.82000000000000006	0
0.8	-4E-06
0.78	-2E-06
0.76	0
0.74	-4E-06
0.72000000000000008	0
0.70000000000000007	0
0.68	0
0.66	4E-06
0.64	0
0.62	0
0.6	-2E-06
0.58000000000000007	0
0.56	2E-06
0.54	2E-06
0.52	0
0.5	0
0.48000000000000004	0
0.46	0
0.44	0
0.42000000000000004	0
0.4	0
0.38	0
0.36000000000000004	2E-06
0.34	2E-06
0.32	2E-06
0.3	2E-06
0.28	-2E-06
0.26	6E-06
0.24000000000000002	1.9999999999999998E-05
0.22	0.000118
0.2	0.00070199999999999993
0.18000000000000002	0.0050079999999999994
0.16	0.95358999999999994
0.14	0.952236
0.12000000000000001	0.95230799999999993
0.1	0.952282
0.08	0.952268
0.060000000000000005	0.95222999999999991
0.04	0.95223799999999992
0.02	0.952212
0	0.95219599999999993
