V4_BL	V3_BL_n
1.2	-4E-06
1.1800000000000002	0
1.1600000000000001	4E-06
1.1400000000000001	2E-06
1.12	-2E-06
1.1	0
1.08	2E-06
1.06	-2E-06
1.04	2E-06
1.02	-2E-06
1	2E-06
0.98000000000000009	-4E-06
0.96000000000000008	0
0.94000000000000006	4E-06
0.92	-2E-06
0.9	2E-06
0.88	-2E-06
0.86	0
0.84000000000000008	2E-06
0.82000000000000006	0
0.8	2E-06
0.78	-4E-06
0.76	-4E-06
0.74	2E-06
0.72000000000000008	4E-06
0.70000000000000007	9.9999999999999991E-06
0.68	0
0.66	0
0.64	0
0.62	-4E-06
0.6	-2E-06
0.58000000000000007	0
0.56	0
0.54	0
0.52	-6E-06
0.5	-2E-06
0.48000000000000004	0
0.46	-2E-06
0.44	0
0.42000000000000004	-2E-06
0.4	0
0.38	-4E-06
0.36000000000000004	-2E-06
0.34	-2E-06
0.32	2E-06
0.3	6E-06
0.28	1.2E-05
0.26	2.9999999999999997E-05
0.24000000000000002	0.00011999999999999999
0.22	0.00058
0.2	0.00306
0.18000000000000002	1.109756
0.16	0.90588399999999991
0.14	0.90595399999999993
0.12000000000000001	0.906002
0.1	0.90594999999999992
0.08	0.90596999999999994
0.060000000000000005	0.905928
0.04	0.90596199999999993
0.02	0.906042
0	0.90590399999999993
