V4_BL	V3_BL_n
1.2	4.2E-05
1.1800000000000002	0.000134
1.1600000000000001	0.000138
1.1400000000000001	0.000148
1.12	0.000216
1.1	6.4E-05
1.08	6.5999999999999992E-05
1.06	4.4E-05
1.04	3.7999999999999995E-05
1.02	7.2E-05
1	-9.9999999999999991E-06
0.98000000000000009	3.4E-05
0.96000000000000008	8.8E-05
0.94000000000000006	6.2E-05
0.92	0.000158
0.9	0.000104
0.88	4.8E-05
0.86	1.9999999999999998E-05
0.84000000000000008	1.9999999999999998E-05
0.82000000000000006	1.9999999999999998E-05
0.8	9.9999999999999991E-06
0.78	2E-06
0.76	2.2E-05
0.74	-6E-06
0.72000000000000008	-4E-06
0.70000000000000007	9.2E-05
0.68	4.6E-05
0.66	4.6E-05
0.64	1.2E-05
0.62	9.9999999999999991E-06
0.6	2E-06
0.58000000000000007	6.2E-05
0.56	3.9999999999999996E-05
0.54	3.6E-05
0.52	4.2E-05
0.5	4E-06
0.48000000000000004	1.4E-05
0.46	1.8E-05
0.44	9.9999999999999991E-06
0.42000000000000004	1.2E-05
0.4	-2E-06
0.38	1.2E-05
0.36000000000000004	1.2E-05
0.34	3.7999999999999995E-05
0.32	4.9999999999999996E-05
0.3	7.5999999999999991E-05
0.28	0.000186
0.26	0.00062999999999999992
0.24000000000000002	0.0027359999999999997
0.22	0.01576
0.2	0.955208
0.18000000000000002	0.949768
0.16	0.951016
0.14	0.953518
0.12000000000000001	0.954058
0.1	0.95874799999999993
0.08	0.95285
0.060000000000000005	0.953452
0.04	0.95219999999999994
0.02	0.9521139999999999
0	0.95236199999999993
