V4_BL	V3_BL_n
1.2	-9.9999999999999991E-06
1.1800000000000002	-9.9999999999999991E-06
1.1600000000000001	-9.9999999999999991E-06
1.1400000000000001	-6E-06
1.12	-2E-06
1.1	-4E-06
1.08	-6E-06
1.06	-4E-06
1.04	-4E-06
1.02	-4E-06
1	-4E-06
0.98000000000000009	-2E-06
0.96000000000000008	0
0.94000000000000006	-4E-06
0.92	0
0.9	-4E-06
0.88	-6E-06
0.86	-2E-06
0.84000000000000008	-6E-06
0.82000000000000006	-8E-06
0.8	-2E-06
0.78	-4E-06
0.76	-4E-06
0.74	4E-06
0.72000000000000008	-2E-06
0.70000000000000007	-8E-06
0.68	-4E-06
0.66	-6E-06
0.64	-4E-06
0.62	-4E-06
0.6	-6E-06
0.58000000000000007	-4E-06
0.56	-4E-06
0.54	-4E-06
0.52	-8E-06
0.5	-4E-06
0.48000000000000004	-6E-06
0.46	-6E-06
0.44	-4E-06
0.42000000000000004	-6E-06
0.4	-4E-06
0.38	0
0.36000000000000004	1.4E-05
0.34	4.8E-05
0.32	0.00018999999999999998
0.3	0.000734
0.28	0.003098
0.26	0.020985999999999998
0.24000000000000002	1.006244
0.22	0.959904
0.2	0.95995
0.18000000000000002	0.95987
0.16	0.95987
0.14	0.95989799999999992
0.12000000000000001	0.960054
0.1	0.95996399999999993
0.08	0.959958
0.060000000000000005	0.960036
0.04	0.95987
0.02	0.959892
0	0.959854
