V4_BL	V3_BL_n
1.2	8E-06
1.1800000000000002	1.2E-05
1.1600000000000001	1.2E-05
1.1400000000000001	6E-06
1.12	1.2E-05
1.1	1.2E-05
1.08	9.9999999999999991E-06
1.06	1.2E-05
1.04	4E-06
1.02	1.2E-05
1	9.9999999999999991E-06
0.98000000000000009	1.2E-05
0.96000000000000008	9.9999999999999991E-06
0.94000000000000006	6E-06
0.92	8E-06
0.9	9.9999999999999991E-06
0.88	1.2E-05
0.86	9.9999999999999991E-06
0.84000000000000008	1.2E-05
0.82000000000000006	1.4E-05
0.8	8E-06
0.78	9.9999999999999991E-06
0.76	9.9999999999999991E-06
0.74	8E-06
0.72000000000000008	1.2E-05
0.70000000000000007	1.2E-05
0.68	9.9999999999999991E-06
0.66	1.4E-05
0.64	6E-06
0.62	9.9999999999999991E-06
0.6	8E-06
0.58000000000000007	9.9999999999999991E-06
0.56	1.2E-05
0.54	6E-06
0.52	1.4E-05
0.5	8E-06
0.48000000000000004	1.4E-05
0.46	9.9999999999999991E-06
0.44	9.9999999999999991E-06
0.42000000000000004	9.9999999999999991E-06
0.4	1.2E-05
0.38	1.4E-05
0.36000000000000004	1.4E-05
0.34	1.4E-05
0.32	2.4E-05
0.3	5.8E-05
0.28	0.000298
0.26	0.001958
0.24000000000000002	1.2204439999999999
0.22	0.907142
0.2	0.90709
0.18000000000000002	0.906898
0.16	0.906902
0.14	0.90691599999999994
0.12000000000000001	0.907208
0.1	0.907052
0.08	0.906998
0.060000000000000005	0.906806
0.04	0.90695799999999993
0.02	0.906698
0	0.90662599999999993
