V4_BL	V3_BL_n
1.2	0.000116
1.1800000000000002	2.6E-05
1.1600000000000001	4E-06
1.1400000000000001	4.2E-05
1.12	8.8E-05
1.1	0.000122
1.08	7.8E-05
1.06	3.7999999999999995E-05
1.04	2E-06
1.02	3.4E-05
1	1.6E-05
0.98000000000000009	2.9999999999999997E-05
0.96000000000000008	8.8E-05
0.94000000000000006	3.4E-05
0.92	5.2E-05
0.9	0
0.88	5.4E-05
0.86	6E-06
0.84000000000000008	5.6E-05
0.82000000000000006	1.8E-05
0.8	2.6E-05
0.78	-9.9999999999999991E-06
0.76	5.6E-05
0.74	1.4E-05
0.72000000000000008	9.4E-05
0.70000000000000007	4.8E-05
0.68	3.4E-05
0.66	5.2E-05
0.64	9.2E-05
0.62	4.6E-05
0.6	5.8E-05
0.58000000000000007	1.4E-05
0.56	6E-06
0.54	5.6E-05
0.52	7E-05
0.5	1.4E-05
0.48000000000000004	1.2E-05
0.46	1.4E-05
0.44	1.6E-05
0.42000000000000004	1.2E-05
0.4	9.9999999999999991E-06
0.38	1.2E-05
0.36000000000000004	2.2E-05
0.34	8.599999999999999E-05
0.32	8.8E-05
0.3	0.000136
0.28	0.00044199999999999996
0.26	0.0015559999999999999
0.24000000000000002	0.008846
0.22	1.118158
0.2	0.9977379999999999
0.18000000000000002	0.996366
0.16	0.995208
0.14	0.995622
0.12000000000000001	0.99533399999999994
0.1	0.996802
0.08	0.99533399999999994
0.060000000000000005	0.996328
0.04	0.99569599999999991
0.02	0.99561
0	0.9951819999999999
