V4_BL	V3_BL_n
1.2	-6E-06
1.1800000000000002	-9.9999999999999991E-06
1.1600000000000001	-6E-06
1.1400000000000001	-8E-06
1.12	-8E-06
1.1	-6E-06
1.08	-8E-06
1.06	-8E-06
1.04	-8E-06
1.02	-6E-06
1	-8E-06
0.98000000000000009	-1.2E-05
0.96000000000000008	-9.9999999999999991E-06
0.94000000000000006	-9.9999999999999991E-06
0.92	-1.2E-05
0.9	-9.9999999999999991E-06
0.88	-1.2E-05
0.86	-1.2E-05
0.84000000000000008	-8E-06
0.82000000000000006	-8E-06
0.8	-9.9999999999999991E-06
0.78	-6E-06
0.76	-9.9999999999999991E-06
0.74	-1.4E-05
0.72000000000000008	-1.2E-05
0.70000000000000007	-1.4E-05
0.68	-9.9999999999999991E-06
0.66	-9.9999999999999991E-06
0.64	-8E-06
0.62	-9.9999999999999991E-06
0.6	-1.2E-05
0.58000000000000007	-8E-06
0.56	-9.9999999999999991E-06
0.54	-1.2E-05
0.52	-9.9999999999999991E-06
0.5	-1.2E-05
0.48000000000000004	-1.6E-05
0.46	-1.4E-05
0.44	-1.2E-05
0.42000000000000004	-1.4E-05
0.4	-9.9999999999999991E-06
0.38	-1.2E-05
0.36000000000000004	-9.9999999999999991E-06
0.34	1.4E-05
0.32	0.00014199999999999998
0.3	0.00089799999999999993
0.28	0.005706
0.26	0.972228
0.24000000000000002	0.90184199999999992
0.22	0.901824
0.2	0.90179
0.18000000000000002	0.90177
0.16	0.901756
0.14	0.90173399999999992
0.12000000000000001	0.901662
0.1	0.90168399999999993
0.08	0.901836
0.060000000000000005	0.901646
0.04	0.90179199999999993
0.02	0.901704
0	0.90166399999999991
