V4_BL	V3_BL_n
1.2	-1.2E-05
1.1800000000000002	-4E-06
1.1600000000000001	-6E-06
1.1400000000000001	-8E-06
1.12	-8E-06
1.1	-6E-06
1.08	-8E-06
1.06	-8E-06
1.04	-6E-06
1.02	-9.9999999999999991E-06
1	-6E-06
0.98000000000000009	-9.9999999999999991E-06
0.96000000000000008	-6E-06
0.94000000000000006	-6E-06
0.92	-6E-06
0.9	-6E-06
0.88	-6E-06
0.86	-6E-06
0.84000000000000008	-6E-06
0.82000000000000006	-6E-06
0.8	-8E-06
0.78	-9.9999999999999991E-06
0.76	-6E-06
0.74	-8E-06
0.72000000000000008	-9.9999999999999991E-06
0.70000000000000007	-8E-06
0.68	-9.9999999999999991E-06
0.66	-1.2E-05
0.64	-8E-06
0.62	-9.9999999999999991E-06
0.6	-9.9999999999999991E-06
0.58000000000000007	-9.9999999999999991E-06
0.56	-1.2E-05
0.54	-9.9999999999999991E-06
0.52	-8E-06
0.5	-6E-06
0.48000000000000004	-8E-06
0.46	-8E-06
0.44	-1.2E-05
0.42000000000000004	-4E-06
0.4	-4E-06
0.38	8E-06
0.36000000000000004	7.2E-05
0.34	0.000348
0.32	0.002208
0.3	1.071758
0.28	0.97510199999999991
0.26	0.975134
0.24000000000000002	0.97527199999999992
0.22	0.97517
0.2	0.97449599999999992
0.18000000000000002	0.97412999999999994
0.16	0.974806
0.14	0.97518399999999994
0.12000000000000001	0.97502199999999994
0.1	0.97507199999999994
0.08	0.975132
0.060000000000000005	0.97507199999999994
0.04	0.97506799999999993
0.02	0.97522
0	0.97546199999999994
