V3_BL_n	V4_BL
1.2	-1.9999999999999998E-05
1.1800000000000002	-1.8E-05
1.1600000000000001	-1.8E-05
1.1400000000000001	-1.4E-05
1.12	-1.8E-05
1.1	-1.9999999999999998E-05
1.08	-1.8E-05
1.06	-1.6E-05
1.04	-1.6E-05
1.02	-1.6E-05
1	-1.8E-05
0.98000000000000009	-2.6E-05
0.96000000000000008	-2.2E-05
0.94000000000000006	-1.6E-05
0.92	-1.6E-05
0.9	-1.9999999999999998E-05
0.88	-1.9999999999999998E-05
0.86	-1.6E-05
0.84000000000000008	-1.6E-05
0.82000000000000006	-1.6E-05
0.8	-1.8E-05
0.78	-1.8E-05
0.76	-1.8E-05
0.74	-1.6E-05
0.72000000000000008	-1.8E-05
0.70000000000000007	-1.8E-05
0.68	-1.8E-05
0.66	-2.2E-05
0.64	-1.8E-05
0.62	-1.8E-05
0.6	-1.8E-05
0.58000000000000007	-1.9999999999999998E-05
0.56	-1.8E-05
0.54	-1.9999999999999998E-05
0.52	-2.2E-05
0.5	-2.4E-05
0.48000000000000004	-2.2E-05
0.46	-2.4E-05
0.44	-2.2E-05
0.42000000000000004	-2.6E-05
0.4	-1.8E-05
0.38	2.9999999999999997E-05
0.36000000000000004	0.0003
0.34	0.001854
0.32	0.013306
0.3	1.044026
0.28	0.924998
0.26	0.92499
0.24000000000000002	0.925036
0.22	0.925028
0.2	0.924998
0.18000000000000002	0.925016
0.16	0.92497
0.14	0.9250259999999999
0.12000000000000001	0.924998
0.1	0.924932
0.08	0.924958
0.060000000000000005	0.924952
0.04	0.924908
0.02	0.924956
0	0.92489999999999994
