V4_BL	V3_BL_n
1.2	-2E-06
1.1800000000000002	2E-06
1.1600000000000001	0
1.1400000000000001	0
1.12	0
1.1	-2E-06
1.08	2E-06
1.06	2E-06
1.04	0
1.02	0
1	4E-06
0.98000000000000009	4E-06
0.96000000000000008	2E-06
0.94000000000000006	2E-06
0.92	2E-06
0.9	4E-06
0.88	0
0.86	0
0.84000000000000008	0
0.82000000000000006	-2E-06
0.8	-4E-06
0.78	0
0.76	-2E-06
0.74	-2E-06
0.72000000000000008	2E-06
0.70000000000000007	2E-06
0.68	4E-06
0.66	2E-06
0.64	4E-06
0.62	0
0.6	4E-06
0.58000000000000007	2E-06
0.56	4E-06
0.54	-2E-06
0.52	-4E-06
0.5	0
0.48000000000000004	-2E-06
0.46	0
0.44	0
0.42000000000000004	0
0.4	2E-06
0.38	6E-06
0.36000000000000004	2.9999999999999997E-05
0.34	0.000232
0.32	0.00208
0.3	1.1028259999999999
0.28	0.90544399999999992
0.26	0.905482
0.24000000000000002	0.9055
0.22	0.90545999999999993
0.2	0.9054319999999999
0.18000000000000002	0.90490399999999993
0.16	0.90545199999999992
0.14	0.90545
0.12000000000000001	0.905404
0.1	0.90538999999999992
0.08	0.90496999999999994
0.060000000000000005	0.905372
0.04	0.90539799999999993
0.02	0.90530199999999994
0	0.90535
