V4_BL	V3_BL_n
1.2	-2E-06
1.1800000000000002	-2E-06
1.1600000000000001	-4E-06
1.1400000000000001	-6E-06
1.12	-6E-06
1.1	0
1.08	-6E-06
1.06	-2E-06
1.04	-4E-06
1.02	-9.9999999999999991E-06
1	-9.9999999999999991E-06
0.98000000000000009	-4E-06
0.96000000000000008	-6E-06
0.94000000000000006	-4E-06
0.92	-9.9999999999999991E-06
0.9	0
0.88	-6E-06
0.86	-6E-06
0.84000000000000008	-8E-06
0.82000000000000006	-9.9999999999999991E-06
0.8	2E-06
0.78	-6E-06
0.76	-4E-06
0.74	2.6E-05
0.72000000000000008	-8E-06
0.70000000000000007	2E-06
0.68	-4E-06
0.66	-2E-06
0.64	-4E-06
0.62	-8E-06
0.6	2E-06
0.58000000000000007	2.6E-05
0.56	1.2E-05
0.54	2.2E-05
0.52	0
0.5	1.4E-05
0.48000000000000004	8.8E-05
0.46	2.6E-05
0.44	0.00017199999999999998
0.42000000000000004	4.4E-05
0.4	5.9999999999999995E-05
0.38	6.4E-05
0.36000000000000004	4.2E-05
0.34	8.8E-05
0.32	0.00064799999999999992
0.3	0.006834
0.28	1.0281
0.26	0.919136
0.24000000000000002	0.919168
0.22	0.919128
0.2	0.91917399999999994
0.18000000000000002	0.919534
0.16	0.920002
0.14	0.91958
0.12000000000000001	0.919472
0.1	0.919524
0.08	0.91948199999999991
0.060000000000000005	0.919414
0.04	0.91913
0.02	0.91898399999999991
0	0.919002
