V4_BL	V3_BL_n
1.2	9.9999999999999991E-06
1.1800000000000002	8E-06
1.1600000000000001	1.2E-05
1.1400000000000001	9.9999999999999991E-06
1.12	9.9999999999999991E-06
1.1	9.9999999999999991E-06
1.08	9.9999999999999991E-06
1.06	9.9999999999999991E-06
1.04	1.2E-05
1.02	9.9999999999999991E-06
1	8E-06
0.98000000000000009	8E-06
0.96000000000000008	1.2E-05
0.94000000000000006	9.9999999999999991E-06
0.92	8E-06
0.9	9.9999999999999991E-06
0.88	9.9999999999999991E-06
0.86	9.9999999999999991E-06
0.84000000000000008	1.2E-05
0.82000000000000006	8E-06
0.8	9.9999999999999991E-06
0.78	1.2E-05
0.76	6E-06
0.74	9.9999999999999991E-06
0.72000000000000008	1.2E-05
0.70000000000000007	9.9999999999999991E-06
0.68	9.9999999999999991E-06
0.66	9.9999999999999991E-06
0.64	9.9999999999999991E-06
0.62	9.9999999999999991E-06
0.6	9.9999999999999991E-06
0.58000000000000007	9.9999999999999991E-06
0.56	9.9999999999999991E-06
0.54	9.9999999999999991E-06
0.52	9.9999999999999991E-06
0.5	9.9999999999999991E-06
0.48000000000000004	9.9999999999999991E-06
0.46	9.9999999999999991E-06
0.44	1.2E-05
0.42000000000000004	1.2E-05
0.4	1.2E-05
0.38	9.9999999999999991E-06
0.36000000000000004	1.4E-05
0.34	1.4E-05
0.32	2.2E-05
0.3	5.8E-05
0.28	0.000208
0.26	0.000842
0.24000000000000002	0.004338
0.22	0.99354599999999993
0.2	0.896968
0.18000000000000002	0.89694599999999991
0.16	0.897052
0.14	0.896988
0.12000000000000001	0.897006
0.1	0.896984
0.08	0.897018
0.060000000000000005	0.8969959999999999
0.04	0.89694199999999991
0.02	0.897048
0	0.89695799999999992
