V4_BL	V3_BL_n
1.2	2.6E-05
1.1800000000000002	1.2E-05
1.1600000000000001	2.4E-05
1.1400000000000001	8E-06
1.12	-1.2E-05
1.1	0
1.08	-1.4E-05
1.06	-4E-06
1.04	-1.8E-05
1.02	-9.9999999999999991E-06
1	6E-06
0.98000000000000009	-4E-06
0.96000000000000008	8E-06
0.94000000000000006	2E-06
0.92	-9.9999999999999991E-06
0.9	4E-06
0.88	-9.9999999999999991E-06
0.86	4E-06
0.84000000000000008	-6E-06
0.82000000000000006	-8E-06
0.8	-2E-06
0.78	-1.2E-05
0.76	-2E-06
0.74	-6E-06
0.72000000000000008	8E-06
0.70000000000000007	9.9999999999999991E-06
0.68	0
0.66	9.9999999999999991E-06
0.64	1.2E-05
0.62	1.4E-05
0.6	1.6E-05
0.58000000000000007	6E-06
0.56	-2E-06
0.54	1.4E-05
0.52	2E-06
0.5	-1.4E-05
0.48000000000000004	4.6E-05
0.46	5.2E-05
0.44	0.000124
0.42000000000000004	2.6E-05
0.4	8.2E-05
0.38	0.000432
0.36000000000000004	0.003
0.34	1.131414
0.32	0.981038
0.3	0.981132
0.28	0.98111799999999993
0.26	0.980872
0.24000000000000002	0.98097799999999991
0.22	0.98048399999999991
0.2	0.980972
0.18000000000000002	0.98069
0.16	0.980398
0.14	0.98098999999999992
0.12000000000000001	0.98063
0.1	0.981444
0.08	0.98283199999999993
0.060000000000000005	0.9808619999999999
0.04	0.98246
0.02	0.98051
0	0.98082399999999992
