V3_BL_n	V4_BL
1.2	0.9083
1.1800000000000002	0.907906
1.1600000000000001	0.90769
1.1400000000000001	0.90768799999999994
1.12	0.90754
1.1	0.907534
1.08	0.90757199999999993
1.06	0.90740999999999994
1.04	0.90743999999999991
1.02	0.90733999999999992
1	0.907252
0.98000000000000009	0.90718599999999994
0.96000000000000008	0.90715
0.94000000000000006	0.907114
0.92	0.907036
0.9	0.907022
0.88	0.907052
0.86	0.90695799999999993
0.84000000000000008	0.906894
0.82000000000000006	0.90653
0.8	0.90679
0.78	0.906662
0.76	0.906594
0.74	0.906594
0.72000000000000008	0.90645599999999993
0.70000000000000007	0.905862
0.68	0.906434
0.66	0.90635999999999994
0.64	0.906292
0.62	0.90633199999999992
0.6	0.90627799999999992
0.58000000000000007	0.90617799999999993
0.56	0.906056
0.54	0.90593799999999991
0.52	0.905844
0.5	0.905818
0.48000000000000004	0.905712
0.46	0.9054319999999999
0.44	0.905368
0.42000000000000004	0.905144
0.4	0.904968
0.38	0.90482
0.36000000000000004	0.90455199999999991
0.34	0.90432
0.32	0.90408
0.3	0.903824
0.28	0.90348
0.26	0.90325
0.24000000000000002	0.902902
0.22	0.90249
0.2	0.902146
0.18000000000000002	0.90173399999999992
0.16	0.901312
0.14	0.90083799999999992
0.12000000000000001	0.900334
0.1	0.89989999999999992
0.08	0.89941399999999994
0.060000000000000005	0.898832
0.04	0.89830999999999994
0.02	0.897706
0	0.897152
