V3_BL_n	V4_BL
1.2	-2.2E-05
1.1800000000000002	-1.6E-05
1.1600000000000001	-1.8E-05
1.1400000000000001	-1.9999999999999998E-05
1.12	-1.8E-05
1.1	-1.9999999999999998E-05
1.08	-1.6E-05
1.06	-1.6E-05
1.04	-1.8E-05
1.02	-1.9999999999999998E-05
1	-1.9999999999999998E-05
0.98000000000000009	-1.6E-05
0.96000000000000008	-2.2E-05
0.94000000000000006	-2.2E-05
0.92	-1.4E-05
0.9	-2.2E-05
0.88	-1.9999999999999998E-05
0.86	-1.8E-05
0.84000000000000008	-1.8E-05
0.82000000000000006	-1.4E-05
0.8	-2.2E-05
0.78	-1.6E-05
0.76	-1.8E-05
0.74	-1.2E-05
0.72000000000000008	-9.9999999999999991E-06
0.70000000000000007	-2.2E-05
0.68	-1.6E-05
0.66	-1.4E-05
0.64	-1.8E-05
0.62	-9.9999999999999991E-06
0.6	-2.2E-05
0.58000000000000007	-1.6E-05
0.56	-1.8E-05
0.54	-1.8E-05
0.52	-1.2E-05
0.5	-2.6E-05
0.48000000000000004	-1.8E-05
0.46	-1.9999999999999998E-05
0.44	-2.2E-05
0.42000000000000004	-2.9999999999999997E-05
0.4	-1.4E-05
0.38	0.000106
0.36000000000000004	0.000784
0.34	0.0047339999999999995
0.32	1.051192
0.3	0.9406
0.28	0.940626
0.26	0.940518
0.24000000000000002	0.940542
0.22	0.94045
0.2	0.940504
0.18000000000000002	0.940232
0.16	0.940446
0.14	0.940392
0.12000000000000001	0.94026999999999994
0.1	0.940198
0.08	0.940228
0.060000000000000005	0.940182
0.04	0.940224
0.02	0.940132
0	0.939948
