V3_BL_n	V4_BL
1.2	-8E-06
1.1800000000000002	-2E-06
1.1600000000000001	-8E-06
1.1400000000000001	-6E-06
1.12	-4E-06
1.1	-4E-06
1.08	-6E-06
1.06	-6E-06
1.04	-8E-06
1.02	-8E-06
1	-6E-06
0.98000000000000009	-8E-06
0.96000000000000008	-6E-06
0.94000000000000006	-4E-06
0.92	-8E-06
0.9	-6E-06
0.88	-4E-06
0.86	-4E-06
0.84000000000000008	-4E-06
0.82000000000000006	-9.9999999999999991E-06
0.8	-9.9999999999999991E-06
0.78	-8E-06
0.76	-8E-06
0.74	-6E-06
0.72000000000000008	-6E-06
0.70000000000000007	-6E-06
0.68	-9.9999999999999991E-06
0.66	-8E-06
0.64	-8E-06
0.62	-6E-06
0.6	-6E-06
0.58000000000000007	-6E-06
0.56	-6E-06
0.54	-8E-06
0.52	-6E-06
0.5	-8E-06
0.48000000000000004	-8E-06
0.46	-1.2E-05
0.44	-1.2E-05
0.42000000000000004	-1.4E-05
0.4	-1.8E-05
0.38	-2.2E-05
0.36000000000000004	-1.8E-05
0.34	3.7999999999999995E-05
0.32	0.000628
0.3	0.006704
0.28	1.0501479999999999
0.26	0.93597599999999992
0.24000000000000002	0.93587999999999993
0.22	0.93592199999999992
0.2	0.935788
0.18000000000000002	0.93574799999999991
0.16	0.935746
0.14	0.935608
0.12000000000000001	0.935546
0.1	0.93548999999999993
0.08	0.93537799999999993
0.060000000000000005	0.935288
0.04	0.935172
0.02	0.935132
0	0.935014
