V1_Q_n	V2_Q
0	1.200084
0.012	1.200086
0.024	1.200086
0.036000000000000004	1.200088
0.048	1.200088
0.060000000000000005	1.200086
0.072000000000000008	1.2000899999999999
0.084	1.2000899999999999
0.096	1.2000899999999999
0.108	1.200094
0.12000000000000001	1.200092
0.132	1.200092
0.14400000000000002	1.200096
0.156	1.200092
0.168	1.200096
0.18000000000000002	1.200096
0.192	1.200094
0.20400000000000002	1.200094
0.216	1.200088
0.228	1.200092
0.24000000000000002	1.200088
0.252	1.200088
0.264	1.2000739999999999
0.276	1.2000659999999999
0.28800000000000003	1.200046
0.3	1.200024
0.312	1.199992
0.324	1.1999419999999998
0.336	1.1998739999999999
0.34800000000000003	1.199776
0.36000000000000004	1.199636
0.372	1.199452
0.384	1.1991939999999999
0.396	1.1988299999999998
0.40800000000000003	1.19834
0.42000000000000004	1.197628
0.432	1.196672
0.444	1.1953799999999999
0.456	1.19359
0.468	1.1913019999999999
0.48000000000000004	1.1882439999999999
0.49200000000000005	1.184292
0.504	1.178968
0.516	1.171602
0.528	1.161432
0.54	1.1471
0.552	1.124398
0.56400000000000006	1.08289
0.57600000000000007	0.89979
0.58800000000000008	0.69063599999999992
0.6	0.629346
0.612	0.59713399999999994
0.624	0.57308799999999993
0.636	0.553254
0.648	0.53611199999999992
0.66	0.520652
0.672	0.506494
0.684	0.49308399999999997
0.69600000000000006	0.48054399999999997
0.70800000000000007	0.468756
0.72000000000000008	0.457566
0.732	0.447028
0.744	0.43662199999999995
0.756	0.42658799999999997
0.768	0.416948
0.78	0.408628
0.792	0.399572
0.804	0.390718
0.81600000000000006	0.382086
0.82800000000000007	0.37290599999999996
0.84000000000000008	0.365708
0.85200000000000009	0.35769799999999996
0.864	0.34942999999999996
0.876	0.34225
0.888	0.334358
0.9	0.32822799999999996
0.912	0.321306
0.924	0.31490999999999997
0.936	0.308774
0.94800000000000006	0.302668
0.96000000000000008	0.29669999999999996
0.97200000000000009	0.290998
0.9840000000000001	0.28572
0.996	0.28045
1.008	0.275342
1.02	0.27047
1.032	0.26590199999999997
1.044	0.26143
1.056	0.25714
1.068	0.252872
1.08	0.24886599999999998
1.092	0.24512199999999998
1.104	0.24151599999999998
1.116	0.238124
1.1280000000000001	0.23495
1.1400000000000001	0.23162
1.1520000000000001	0.228958
1.1640000000000002	0.22633999999999999
1.1760000000000002	0.22350399999999998
1.1880000000000002	0.22071
1.2	0.218182
