V1_Q_n	V2_Q
0	1.200084
0.012	1.2000819999999999
0.024	1.200086
0.036000000000000004	1.2000819999999999
0.048	1.200086
0.060000000000000005	1.200084
0.072000000000000008	1.200086
0.084	1.20008
0.096	1.20008
0.108	1.2000739999999999
0.12000000000000001	1.200076
0.132	1.2000659999999999
0.14400000000000002	1.20006
0.156	1.200054
0.168	1.200042
0.18000000000000002	1.200026
0.192	1.199998
0.20400000000000002	1.1999659999999999
0.216	1.1999119999999999
0.228	1.199848
0.24000000000000002	1.1997419999999999
0.252	1.199606
0.264	1.199412
0.276	1.1991479999999999
0.28800000000000003	1.198798
0.3	1.19831
0.312	1.1976799999999999
0.324	1.1968299999999998
0.336	1.195676
0.34800000000000003	1.194284
0.36000000000000004	1.192356
0.372	1.189968
0.384	1.187018
0.396	1.1832479999999999
0.40800000000000003	1.17842
0.42000000000000004	1.17232
0.432	1.16456
0.444	1.1542839999999999
0.456	1.141494
0.468	1.12327
0.48000000000000004	1.096944
0.49200000000000005	1.054852
0.504	0.95109599999999994
0.516	0.86060399999999992
0.528	0.717428
0.54	0.66795399999999994
0.552	0.636304
0.56400000000000006	0.61194799999999994
0.57600000000000007	0.591082
0.58800000000000008	0.573182
0.6	0.557018
0.612	0.54126
0.624	0.52664
0.636	0.51259
0.648	0.498936
0.66	0.48624799999999996
0.672	0.473732
0.684	0.461702
0.69600000000000006	0.450092
0.70800000000000007	0.43828599999999995
0.72000000000000008	0.427112
0.732	0.41587799999999997
0.744	0.404724
0.756	0.393914
0.768	0.382802
0.78	0.37257399999999996
0.792	0.363514
0.804	0.35314
0.81600000000000006	0.344288
0.82800000000000007	0.334132
0.84000000000000008	0.32545999999999997
0.85200000000000009	0.31679799999999997
0.864	0.308448
0.876	0.300098
0.888	0.29237799999999997
0.9	0.284852
0.912	0.277842
0.924	0.271348
0.936	0.264544
0.94800000000000006	0.25884199999999996
0.96000000000000008	0.252762
0.97200000000000009	0.247274
0.9840000000000001	0.241732
0.996	0.23663199999999998
1.008	0.23192
1.02	0.22752399999999998
1.032	0.22311799999999998
1.044	0.21917199999999998
1.056	0.21525799999999998
1.068	0.211554
1.08	0.20785199999999998
1.092	0.204506
1.104	0.201288
1.116	0.198122
1.1280000000000001	0.19525399999999998
1.1400000000000001	0.192238
1.1520000000000001	0.189474
1.1640000000000002	0.18706799999999998
1.1760000000000002	0.18445399999999998
1.1880000000000002	0.18211
1.2	0.179778
