V4_BL	V3_BL_n
1.2	0
1.1800000000000002	0
1.1600000000000001	-9.9999999999999991E-06
1.1400000000000001	-1.2E-05
1.12	-1.2E-05
1.1	-1.2E-05
1.08	-1.6E-05
1.06	-1.6E-05
1.04	-1.2E-05
1.02	-9.9999999999999991E-06
1	-2E-06
0.98000000000000009	5.2E-05
0.96000000000000008	8E-06
0.94000000000000006	9.9999999999999991E-06
0.92	9.9999999999999991E-06
0.9	8E-06
0.88	0
0.86	-9.9999999999999991E-06
0.84000000000000008	1.8E-05
0.82000000000000006	4E-06
0.8	0
0.78	6E-06
0.76	2E-06
0.74	9.9999999999999991E-06
0.72000000000000008	9.9999999999999991E-06
0.70000000000000007	1.2E-05
0.68	3.6E-05
0.66	2E-06
0.64	4E-06
0.62	8.2E-05
0.6	1.9999999999999998E-05
0.58000000000000007	1.9999999999999998E-05
0.56	6E-06
0.54	-1.4E-05
0.52	8E-06
0.5	-2E-06
0.48000000000000004	2E-06
0.46	-2E-06
0.44	2E-06
0.42000000000000004	0
0.4	9.9999999999999991E-05
0.38	0.000108
0.36000000000000004	8E-06
0.34	9.9999999999999991E-06
0.32	2.9999999999999997E-05
0.3	8.8E-05
0.28	0.000274
0.26	0.000992
0.24000000000000002	0.004044
0.22	0.88214399999999993
0.2	0.882764
0.18000000000000002	0.88309799999999994
0.16	0.883892
0.14	0.882726
0.12000000000000001	0.882656
0.1	0.882586
0.08	0.882656
0.060000000000000005	0.88252199999999992
0.04	0.88226399999999994
0.02	0.88233
0	0.882258
