V4_BL	V3_BL_n
1.2	4E-06
1.1800000000000002	6E-06
1.1600000000000001	6E-06
1.1400000000000001	4E-06
1.12	4E-06
1.1	4E-06
1.08	4E-06
1.06	4E-06
1.04	4E-06
1.02	6E-06
1	8E-06
0.98000000000000009	6E-06
0.96000000000000008	0
0.94000000000000006	6E-06
0.92	4E-06
0.9	0
0.88	4E-06
0.86	4E-06
0.84000000000000008	0
0.82000000000000006	4E-06
0.8	4E-06
0.78	2E-06
0.76	6E-06
0.74	6E-06
0.72000000000000008	8E-06
0.70000000000000007	8E-06
0.68	4E-06
0.66	6E-06
0.64	8E-06
0.62	8E-06
0.6	6E-06
0.58000000000000007	6E-06
0.56	4E-06
0.54	6E-06
0.52	4E-06
0.5	4E-06
0.48000000000000004	6E-06
0.46	6E-06
0.44	8E-06
0.42000000000000004	6E-06
0.4	1.2E-05
0.38	1.2E-05
0.36000000000000004	1.9999999999999998E-05
0.34	4.8E-05
0.32	0.000184
0.3	0.00079599999999999994
0.28	0.003858
0.26	1.114992
0.24000000000000002	0.93755
0.22	0.937504
0.2	0.937554
0.18000000000000002	0.93753599999999992
0.16	0.93751999999999991
0.14	0.937418
0.12000000000000001	0.937504
0.1	0.937348
0.08	0.93743599999999994
0.060000000000000005	0.937302
0.04	0.93724999999999992
0.02	0.93726999999999994
0	0.937282
