V4_BL	V3_BL_n
1.2	-2E-06
1.1800000000000002	-3.9999999999999996E-05
1.1600000000000001	-8E-06
1.1400000000000001	0
1.12	-8E-06
1.1	-2.4E-05
1.08	-8E-06
1.06	-2E-06
1.04	-4E-06
1.02	0
1	0
0.98000000000000009	0
0.96000000000000008	-2E-06
0.94000000000000006	0
0.92	-2E-06
0.9	0
0.88	0
0.86	2E-06
0.84000000000000008	0
0.82000000000000006	0
0.8	-4E-06
0.78	2E-06
0.76	0
0.74	-2E-06
0.72000000000000008	0
0.70000000000000007	4E-06
0.68	-2.4E-05
0.66	-1.8E-05
0.64	-6E-06
0.62	-2E-06
0.6	0
0.58000000000000007	8E-06
0.56	8E-06
0.54	-1.4E-05
0.52	-4E-06
0.5	-2E-06
0.48000000000000004	4E-06
0.46	8E-06
0.44	0
0.42000000000000004	0
0.4	2E-06
0.38	0
0.36000000000000004	4E-06
0.34	1.6E-05
0.32	0.000116
0.3	0.001052
0.28	1.176648
0.26	0.92508399999999991
0.24000000000000002	0.921986
0.22	0.92211599999999994
0.2	0.922152
0.18000000000000002	0.92200399999999993
0.16	0.922218
0.14	0.92211599999999994
0.12000000000000001	0.922048
0.1	0.92195799999999994
0.08	0.921972
0.060000000000000005	0.921966
0.04	0.921906
0.02	0.92201199999999994
0	0.922064
