V1_Q_n	V2_Q
0	1.200096
0.01	1.2001
0.02	1.2000979999999999
0.030000000000000002	1.200102
0.04	1.200096
0.05	1.2001
0.060000000000000005	1.200096
0.07	1.200096
0.08	1.2001
0.090000000000000011	1.2000979999999999
0.1	1.2001
0.11	1.2001039999999998
0.12000000000000001	1.2001
0.13	1.200102
0.14	1.200102
0.15	1.2001039999999998
0.16	1.2000979999999999
0.17	1.200102
0.18000000000000002	1.200106
0.19	1.200102
0.2	1.200102
0.21000000000000002	1.200106
0.22	1.20011
0.23	1.200106
0.24000000000000002	1.200108
0.25	1.200108
0.26	1.200108
0.27	1.200116
0.28	1.200114
0.29000000000000004	1.2001119999999999
0.3	1.200114
0.31	1.200114
0.32	1.2001199999999999
0.33	1.2001199999999999
0.34	1.200124
0.35000000000000003	1.200118
0.36000000000000004	1.200116
0.37	1.200122
0.38	1.2001199999999999
0.39	1.200122
0.4	1.200126
0.41000000000000003	1.200124
0.42000000000000004	1.200124
0.43	1.2001279999999999
0.44	1.2001279999999999
0.45	1.200134
0.46	1.200132
0.47000000000000003	1.200138
0.48000000000000004	1.2001359999999999
0.49000000000000005	1.200138
0.5	1.200142
0.51	1.20008
0.52	1.2000499999999998
0.53	1.2000199999999999
0.54	1.199998
0.55	1.19987
0.56	1.1997659999999999
0.57000000000000006	1.1996499999999999
0.58000000000000007	1.19955
0.59000000000000008	1.199376
0.6	1.1990619999999999
0.61	1.198532
0.62	1.197944
0.63	1.197046
0.64	1.195776
0.65	1.194
0.66	1.190902
0.67	1.186024
0.68	1.178506
0.69000000000000006	1.1618519999999999
0.70000000000000007	0.030892
0.71000000000000008	0.025009999999999998
0.72000000000000008	0.02012
0.73	0.01713
0.74	0.013684
0.75	0.010874
0.76	0.009252
0.77	0.0073659999999999993
0.78	0.005696
0.79	0.004418
0.8	0.003526
0.81	0.0027359999999999997
0.82000000000000006	0.002016
0.83000000000000007	0.00155
0.84000000000000008	0.001268
0.85000000000000009	0.001022
0.86	0.00058
0.87	0.000552
0.88	0.000444
0.89	0.000266
0.9	0.000326
0.91	0.000212
0.92	0.00016999999999999999
0.93	9.4E-05
0.94000000000000006	4E-06
0.95000000000000007	-1.8E-05
0.96000000000000008	0.00014
0.97000000000000008	-5.9999999999999995E-05
0.98000000000000009	-9.9999999999999991E-05
0.9900000000000001	9.9999999999999991E-06
1	-9.6E-05
1.01	-7.9999999999999993E-05
1.02	-0.00022799999999999999
1.03	-4.9999999999999996E-05
1.04	-0.000206
1.05	-3.6E-05
1.06	-0.00039
1.07	4E-06
1.08	-0.000178
1.09	-6.8E-05
1.1	0.000236
1.11	0.00039999999999999996
1.12	7.9999999999999993E-05
1.1300000000000001	7E-05
1.1400000000000001	0.001238
1.1500000000000001	-0.025654
1.1600000000000001	-0.031832
1.1700000000000002	-0.0017319999999999998
1.1800000000000002	9.4E-05
1.19	-0.017464
1.2	-0.02453
