V1_Q_n	V2_Q
0	1.200068
0.01	1.20007
0.02	1.200068
0.030000000000000002	1.20007
0.04	1.200064
0.05	1.2000659999999999
0.060000000000000005	1.200068
0.07	1.200072
0.08	1.2000739999999999
0.090000000000000011	1.20007
0.1	1.200072
0.11	1.2000659999999999
0.12000000000000001	1.20007
0.13	1.20007
0.14	1.20007
0.15	1.2000739999999999
0.16	1.2000659999999999
0.17	1.200064
0.18000000000000002	1.200068
0.19	1.2000659999999999
0.2	1.200064
0.21000000000000002	1.200054
0.22	1.200048
0.23	1.2000439999999999
0.24000000000000002	1.200034
0.25	1.2000199999999999
0.26	1.2
0.27	1.1999819999999999
0.28	1.1999499999999999
0.29000000000000004	1.199898
0.3	1.199838
0.31	1.199756
0.32	1.199648
0.33	1.1995
0.34	1.1993019999999999
0.35000000000000003	1.199046
0.36000000000000004	1.198704
0.37	1.198272
0.38	1.1976799999999999
0.39	1.196934
0.4	1.1959499999999999
0.41000000000000003	1.1946999999999999
0.42000000000000004	1.1931
0.43	1.1910779999999999
0.44	1.188526
0.45	1.1852639999999999
0.46	1.181096
0.47000000000000003	1.175794
0.48000000000000004	1.16912
0.49000000000000005	1.16055
0.5	1.149116
0.51	1.133964
0.52	1.111782
0.53	1.075922
0.54	0.9429
0.55	0.74898
0.56	0.626586
0.57000000000000006	0.529848
0.58000000000000007	0.305542
0.59000000000000008	0.175526
0.6	0.111066
0.61	0.078797999999999993
0.62	0.05944
0.63	0.046203999999999995
0.64	0.036573999999999995
0.65	0.029471999999999998
0.66	0.023742
0.67	0.019274
0.68	0.015602
0.69000000000000006	0.012416
0.70000000000000007	0.010046
0.71000000000000008	0.00802
0.72000000000000008	0.006364
0.73	0.0050219999999999996
0.74	0.0039819999999999994
0.75	0.00308
0.76	0.002402
0.77	0.001914
0.78	0.0014739999999999998
0.79	0.001126
0.8	0.00086599999999999991
0.81	0.00066599999999999993
0.82000000000000006	0.00050999999999999993
0.83000000000000007	0.000386
0.84000000000000008	0.000296
0.85000000000000009	0.000226
0.86	0.000176
0.87	0.000134
0.88	0.000108
0.89	8.9999999999999992E-05
0.9	7.5999999999999991E-05
0.91	6.4E-05
0.92	5.6E-05
0.93	5.2E-05
0.94000000000000006	4.4E-05
0.95000000000000007	3.9999999999999996E-05
0.96000000000000008	3.7999999999999995E-05
0.97000000000000008	3.7999999999999995E-05
0.98000000000000009	3.6E-05
0.9900000000000001	3.7999999999999995E-05
1	3.6E-05
1.01	3.6E-05
1.02	3.6E-05
1.03	3.6E-05
1.04	3.4E-05
1.05	3.7999999999999995E-05
1.06	3.9999999999999996E-05
1.07	3.7999999999999995E-05
1.08	3.9999999999999996E-05
1.09	3.9999999999999996E-05
1.1	3.7999999999999995E-05
1.11	3.7999999999999995E-05
1.12	3.7999999999999995E-05
1.1300000000000001	3.9999999999999996E-05
1.1400000000000001	3.9999999999999996E-05
1.1500000000000001	3.9999999999999996E-05
1.1600000000000001	3.9999999999999996E-05
1.1700000000000002	3.7999999999999995E-05
1.1800000000000002	3.9999999999999996E-05
1.19	3.6E-05
1.2	3.7999999999999995E-05
