V1_Q_n	V2_Q
0	1.200086
0.012	1.200086
0.024	1.200086
0.036000000000000004	1.2000899999999999
0.048	1.200092
0.060000000000000005	1.2000899999999999
0.072000000000000008	1.2000899999999999
0.084	1.2000899999999999
0.096	1.200092
0.108	1.200088
0.12000000000000001	1.200092
0.132	1.2000899999999999
0.14400000000000002	1.200092
0.156	1.200088
0.168	1.200092
0.18000000000000002	1.2000899999999999
0.192	1.200088
0.20400000000000002	1.200088
0.216	1.200084
0.228	1.2000819999999999
0.24000000000000002	1.200076
0.252	1.200076
0.264	1.20006
0.276	1.200054
0.28800000000000003	1.200034
0.3	1.2000119999999999
0.312	1.199972
0.324	1.199914
0.336	1.199844
0.34800000000000003	1.199732
0.36000000000000004	1.199578
0.372	1.19936
0.384	1.19906
0.396	1.1986299999999999
0.40800000000000003	1.19804
0.42000000000000004	1.1972159999999998
0.432	1.196092
0.444	1.194562
0.456	1.1924679999999999
0.468	1.189674
0.48000000000000004	1.1858039999999999
0.49200000000000005	1.180698
0.504	1.173332
0.516	1.163594
0.528	1.148952
0.54	1.1266159999999998
0.552	1.085902
0.56400000000000006	0.90862999999999994
0.57600000000000007	0.807152
0.58800000000000008	0.641046
0.6	0.60452
0.612	0.581564
0.624	0.563852
0.636	0.548998
0.648	0.53612799999999994
0.66	0.524392
0.672	0.51351
0.684	0.503296
0.69600000000000006	0.493566
0.70800000000000007	0.484228
0.72000000000000008	0.475188
0.732	0.466424
0.744	0.45772999999999997
0.756	0.44933999999999996
0.768	0.441084
0.78	0.432872
0.792	0.42486599999999997
0.804	0.417076
0.81600000000000006	0.409464
0.82800000000000007	0.40182199999999996
0.84000000000000008	0.394352
0.85200000000000009	0.38698
0.864	0.379728
0.876	0.37258399999999997
0.888	0.365512
0.9	0.358658
0.912	0.351956
0.924	0.345342
0.936	0.339014
0.94800000000000006	0.332788
0.96000000000000008	0.326714
0.97200000000000009	0.320948
0.9840000000000001	0.31517999999999996
0.996	0.30957799999999996
1.008	0.304496
1.02	0.299268
1.032	0.29428
1.044	0.28932199999999997
1.056	0.28458
1.068	0.280008
1.08	0.27555399999999997
1.092	0.271254
1.104	0.267134
1.116	0.263158
1.1280000000000001	0.259332
1.1400000000000001	0.255598
1.1520000000000001	0.251946
1.1640000000000002	0.24845399999999998
1.1760000000000002	0.245106
1.1880000000000002	0.241914
1.2	0.239146
