V2_Q	V1_Q_n
0	1.20001
0.012	1.2000119999999999
0.024	1.200014
0.036000000000000004	1.20001
0.048	1.2000119999999999
0.060000000000000005	1.200014
0.072000000000000008	1.20001
0.084	1.20001
0.096	1.200014
0.108	1.2000119999999999
0.12000000000000001	1.20001
0.132	1.2000119999999999
0.14400000000000002	1.2000039999999999
0.156	1.2000039999999999
0.168	1.200006
0.18000000000000002	1.200006
0.192	1.2000039999999999
0.20400000000000002	1.2000039999999999
0.216	1.200006
0.228	1.200006
0.24000000000000002	1.20001
0.252	1.2000119999999999
0.264	1.200006
0.276	1.200008
0.28800000000000003	1.20001
0.3	1.200008
0.312	1.2000039999999999
0.324	1.200008
0.336	1.200008
0.34800000000000003	1.200008
0.36000000000000004	1.200006
0.372	1.2000039999999999
0.384	1.200002
0.396	1.20001
0.40800000000000003	1.200008
0.42000000000000004	1.200008
0.432	1.200006
0.444	1.200006
0.456	1.200006
0.468	1.200002
0.48000000000000004	1.2000039999999999
0.49200000000000005	1.200002
0.504	1.200002
0.516	1.2
0.528	1.2000039999999999
0.54	1.200006
0.552	1.2000039999999999
0.56400000000000006	1.20001
0.57600000000000007	1.2
0.58800000000000008	1.2
0.6	1.200002
0.612	1.2
0.624	1.199998
0.636	1.19999
0.648	1.1999819999999999
0.66	1.199976
0.672	1.199976
0.684	1.199978
0.69600000000000006	1.19997
0.70800000000000007	1.199964
0.72000000000000008	1.199946
0.732	1.199924
0.744	1.199868
0.756	1.1997719999999998
0.768	1.19966
0.78	1.199324
0.792	1.198806
0.804	1.197732
0.81600000000000006	1.1926219999999999
0.82800000000000007	0.568754
0.84000000000000008	0.55876799999999993
0.85200000000000009	0.556188
0.864	0.554044
0.876	0.551532
0.888	0.549596
0.9	0.54877199999999993
0.912	0.546658
0.924	0.545144
0.936	0.531546
0.94800000000000006	0.518942
0.96000000000000008	0.518038
0.97200000000000009	0.516214
0.9840000000000001	0.51446799999999993
0.996	0.514284
1.008	0.52214399999999994
1.02	0.52235599999999993
1.032	0.52168399999999993
1.044	0.52013
1.056	0.518936
1.068	0.519462
1.08	0.521154
1.092	0.52017
1.104	0.519274
1.116	0.515524
1.1280000000000001	0.515786
1.1400000000000001	0.5141
1.1520000000000001	0.51552
1.1640000000000002	0.521288
1.1760000000000002	0.520292
1.1880000000000002	0.520328
1.2	0.520768
