V2_Q	V1_Q_n
0	1.2000279999999999
0.012	1.20003
0.024	1.20003
0.036000000000000004	1.200026
0.048	1.200026
0.060000000000000005	1.2000279999999999
0.072000000000000008	1.20003
0.084	1.20003
0.096	1.200032
0.108	1.200032
0.12000000000000001	1.2000279999999999
0.132	1.2000279999999999
0.14400000000000002	1.200022
0.156	1.200022
0.168	1.200016
0.18000000000000002	1.200006
0.192	1.19999
0.20400000000000002	1.19997
0.216	1.199938
0.228	1.199894
0.24000000000000002	1.19984
0.252	1.199752
0.264	1.19963
0.276	1.19947
0.28800000000000003	1.199244
0.3	1.198936
0.312	1.198526
0.324	1.197998
0.336	1.1972939999999999
0.34800000000000003	1.196378
0.36000000000000004	1.1952019999999999
0.372	1.1937
0.384	1.191792
0.396	1.189388
0.40800000000000003	1.1863599999999999
0.42000000000000004	1.182542
0.432	1.177724
0.444	1.171708
0.456	1.1641
0.468	1.15432
0.48000000000000004	1.141548
0.49200000000000005	1.124268
0.504	1.100098
0.516	1.0627
0.528	0.990652
0.54	0.871064
0.552	0.732192
0.56400000000000006	0.645092
0.57600000000000007	0.607478
0.58800000000000008	0.581006
0.6	0.55837799999999993
0.612	0.540744
0.624	0.524932
0.636	0.510458
0.648	0.49772999999999995
0.66	0.48530199999999996
0.672	0.473172
0.684	0.46167199999999997
0.69600000000000006	0.450826
0.70800000000000007	0.43979199999999996
0.72000000000000008	0.429458
0.732	0.41927
0.744	0.40932399999999997
0.756	0.399676
0.768	0.39038999999999996
0.78	0.38118399999999997
0.792	0.37249
0.804	0.363654
0.81600000000000006	0.35526199999999997
0.82800000000000007	0.346976
0.84000000000000008	0.33893599999999996
0.85200000000000009	0.33128199999999997
0.864	0.323528
0.876	0.316314
0.888	0.309332
0.9	0.302384
0.912	0.295732
0.924	0.28953999999999996
0.936	0.283452
0.94800000000000006	0.277632
0.96000000000000008	0.27205799999999997
0.97200000000000009	0.266798
0.9840000000000001	0.261686
0.996	0.256832
1.008	0.252166
1.02	0.2478
1.032	0.243442
1.044	0.23944
1.056	0.235512
1.068	0.23187
1.08	0.228374
1.092	0.224844
1.104	0.22158599999999998
1.116	0.21848399999999998
1.1280000000000001	0.21576199999999998
1.1400000000000001	0.21264
1.1520000000000001	0.209912
1.1640000000000002	0.20751
1.1760000000000002	0.204794
1.1880000000000002	0.202734
1.2	0.200118
