V3_BL_n	V4_BL
1.2	-2.2E-05
1.1800000000000002	-1.6E-05
1.1600000000000001	-1.4E-05
1.1400000000000001	-1.8E-05
1.12	-1.4E-05
1.1	-1.8E-05
1.08	-1.6E-05
1.06	-1.6E-05
1.04	-1.8E-05
1.02	-1.8E-05
1	-1.4E-05
0.98000000000000009	-1.4E-05
0.96000000000000008	-1.4E-05
0.94000000000000006	-1.6E-05
0.92	-1.8E-05
0.9	-1.8E-05
0.88	-4E-06
0.86	-4E-06
0.84000000000000008	-4E-06
0.82000000000000006	-6E-06
0.8	-8E-06
0.78	-6E-06
0.76	-1.4E-05
0.74	-1.8E-05
0.72000000000000008	-1.8E-05
0.70000000000000007	-1.4E-05
0.68	-1.4E-05
0.66	-1.4E-05
0.64	-1.4E-05
0.62	-1.4E-05
0.6	-1.6E-05
0.58000000000000007	-1.6E-05
0.56	-1.8E-05
0.54	-1.6E-05
0.52	-1.6E-05
0.5	-1.6E-05
0.48000000000000004	-1.8E-05
0.46	-1.8E-05
0.44	-1.8E-05
0.42000000000000004	-1.8E-05
0.4	-1.8E-05
0.38	-1.8E-05
0.36000000000000004	-1.8E-05
0.34	-1.8E-05
0.32	-1.8E-05
0.3	-1.8E-05
0.28	-1.4E-05
0.26	-6E-06
0.24000000000000002	2.4E-05
0.22	0.000146
0.2	0.000642
0.18000000000000002	0.0027879999999999997
0.16	0.016562
0.14	1.067572
0.12000000000000001	1.045726
0.1	1.045684
0.08	1.0456539999999999
0.060000000000000005	1.0455699999999999
0.04	1.04566
0.02	1.045622
0	1.04558
