V4_BL	V3_BL_n
1.2	-1.8E-05
1.1800000000000002	-9.9999999999999991E-06
1.1600000000000001	-9.9999999999999991E-06
1.1400000000000001	-9.9999999999999991E-06
1.12	-1.2E-05
1.1	-1.2E-05
1.08	-9.9999999999999991E-06
1.06	-9.9999999999999991E-06
1.04	-1.4E-05
1.02	-1.2E-05
1	-4E-06
0.98000000000000009	-4E-06
0.96000000000000008	-1.2E-05
0.94000000000000006	-6E-06
0.92	-9.9999999999999991E-06
0.9	-1.2E-05
0.88	-9.9999999999999991E-06
0.86	-4E-06
0.84000000000000008	-1.2E-05
0.82000000000000006	-9.9999999999999991E-06
0.8	-1.4E-05
0.78	-9.9999999999999991E-06
0.76	-1.2E-05
0.74	-1.6E-05
0.72000000000000008	-9.9999999999999991E-06
0.70000000000000007	-1.2E-05
0.68	-1.6E-05
0.66	-1.4E-05
0.64	-1.2E-05
0.62	-1.4E-05
0.6	-1.2E-05
0.58000000000000007	-1.4E-05
0.56	-1.4E-05
0.54	-1.6E-05
0.52	-1.4E-05
0.5	-1.6E-05
0.48000000000000004	-1.4E-05
0.46	-1.4E-05
0.44	-1.4E-05
0.42000000000000004	-9.9999999999999991E-06
0.4	-1.2E-05
0.38	-9.9999999999999991E-06
0.36000000000000004	-9.9999999999999991E-06
0.34	6E-06
0.32	6.8E-05
0.3	0.00043999999999999996
0.28	0.0027199999999999998
0.26	1.074066
0.24000000000000002	0.940576
0.22	0.940588
0.2	0.940492
0.18000000000000002	0.940368
0.16	0.94034
0.14	0.940326
0.12000000000000001	0.94029
0.1	0.94031599999999993
0.08	0.940364
0.060000000000000005	0.940284
0.04	0.940288
0.02	0.94029
0	0.940278
