V3_BL_n	V4_BL
1.2	-1.8E-05
1.1800000000000002	-1.6E-05
1.1600000000000001	-1.6E-05
1.1400000000000001	-1.6E-05
1.12	-1.6E-05
1.1	-3.2E-05
1.08	-7.8E-05
1.06	-9.4E-05
1.04	-1.8E-05
1.02	-1.8E-05
1	-1.9999999999999998E-05
0.98000000000000009	-2.2E-05
0.96000000000000008	-1.8E-05
0.94000000000000006	-2.4E-05
0.92	-8.8E-05
0.9	-1.6E-05
0.88	-1.6E-05
0.86	-1.8E-05
0.84000000000000008	-1.8E-05
0.82000000000000006	-1.6E-05
0.8	-1.9999999999999998E-05
0.78	-1.8E-05
0.76	-1.8E-05
0.74	-9.4E-05
0.72000000000000008	-1.6E-05
0.70000000000000007	-3.2E-05
0.68	-9.4E-05
0.66	-7.5999999999999991E-05
0.64	-0.00018199999999999998
0.62	-1.8E-05
0.6	-3.9999999999999996E-05
0.58000000000000007	-4.9999999999999996E-05
0.56	-1.8E-05
0.54	-0.000198
0.52	-3.2E-05
0.5	-2.9999999999999997E-05
0.48000000000000004	-8.8E-05
0.46	-4.4E-05
0.44	-0.000194
0.42000000000000004	-5.8E-05
0.4	-9.9999999999999991E-06
0.38	0.00015199999999999998
0.36000000000000004	0.001916
0.34	1.01125
0.32	0.94425799999999993
0.3	0.944118
0.28	0.944198
0.26	0.9442299999999999
0.24000000000000002	0.944156
0.22	0.94424599999999992
0.2	0.944178
0.18000000000000002	0.944198
0.16	0.944318
0.14	0.94409599999999994
0.12000000000000001	0.94404
0.1	0.94402
0.08	0.94396799999999992
0.060000000000000005	0.943896
0.04	0.943948
0.02	0.943812
0	0.943824
