V4_BL	V3_BL_n
1.2	-1.6E-05
1.1800000000000002	-9.9999999999999991E-06
1.1600000000000001	-9.9999999999999991E-06
1.1400000000000001	-8E-06
1.12	-9.9999999999999991E-06
1.1	-9.9999999999999991E-06
1.08	-8E-06
1.06	-9.9999999999999991E-06
1.04	-9.9999999999999991E-06
1.02	-9.9999999999999991E-06
1	-9.9999999999999991E-06
0.98000000000000009	-8E-06
0.96000000000000008	-9.9999999999999991E-06
0.94000000000000006	-9.9999999999999991E-06
0.92	-1.2E-05
0.9	-1.4E-05
0.88	-1.2E-05
0.86	-1.2E-05
0.84000000000000008	-1.4E-05
0.82000000000000006	-1.4E-05
0.8	-9.9999999999999991E-06
0.78	-9.9999999999999991E-06
0.76	-1.4E-05
0.74	-9.9999999999999991E-06
0.72000000000000008	-1.2E-05
0.70000000000000007	-1.2E-05
0.68	-8E-06
0.66	-1.2E-05
0.64	-9.9999999999999991E-06
0.62	-9.9999999999999991E-06
0.6	-1.4E-05
0.58000000000000007	-9.9999999999999991E-06
0.56	-9.9999999999999991E-06
0.54	-1.4E-05
0.52	-9.9999999999999991E-06
0.5	-9.9999999999999991E-06
0.48000000000000004	-1.2E-05
0.46	-1.4E-05
0.44	-1.4E-05
0.42000000000000004	-1.6E-05
0.4	-1.2E-05
0.38	-2E-06
0.36000000000000004	0.00016999999999999999
0.34	0.002382
0.32	0.99120999999999992
0.3	0.943962
0.28	0.94394
0.26	0.94396399999999991
0.24000000000000002	0.9439519999999999
0.22	0.94407599999999992
0.2	0.944006
0.18000000000000002	0.9440099999999999
0.16	0.944
0.14	0.943932
0.12000000000000001	0.94393399999999994
0.1	0.94397999999999993
0.08	0.94391799999999992
0.060000000000000005	0.943886
0.04	0.943886
0.02	0.94396799999999992
0	0.94385599999999992
