V3_BL_n	V4_BL
1.2	-2.4E-05
1.1800000000000002	-2.6E-05
1.1600000000000001	-3.4E-05
1.1400000000000001	-3.2E-05
1.12	-3.7999999999999995E-05
1.1	-3.4E-05
1.08	-3.7999999999999995E-05
1.06	-1.6E-05
1.04	-1.8E-05
1.02	-4.4E-05
1	-7E-05
0.98000000000000009	-7.5999999999999991E-05
0.96000000000000008	-4.2E-05
0.94000000000000006	-5.4E-05
0.92	-4.2E-05
0.9	-2.2E-05
0.88	-2.4E-05
0.86	-1.9999999999999998E-05
0.84000000000000008	-1.9999999999999998E-05
0.82000000000000006	-2.9999999999999997E-05
0.8	-2.4E-05
0.78	-2.2E-05
0.76	-2.2E-05
0.74	-1.9999999999999998E-05
0.72000000000000008	-1.8E-05
0.70000000000000007	-1.8E-05
0.68	-2.6E-05
0.66	-2.8E-05
0.64	-2.2E-05
0.62	-2.9999999999999997E-05
0.6	-2.8E-05
0.58000000000000007	-1.9999999999999998E-05
0.56	-2.8E-05
0.54	-2.4E-05
0.52	-1.9999999999999998E-05
0.5	-2.4E-05
0.48000000000000004	-3.6E-05
0.46	-6.4E-05
0.44	-6.2E-05
0.42000000000000004	-4.6E-05
0.4	-1.4E-05
0.38	0.000166
0.36000000000000004	0.001914
0.34	0.017093999999999998
0.32	0.90452
0.3	0.904314
0.28	0.904318
0.26	0.90435199999999993
0.24000000000000002	0.90434399999999993
0.22	0.904262
0.2	0.904272
0.18000000000000002	0.90424399999999994
0.16	0.90423199999999992
0.14	0.904164
0.12000000000000001	0.90415799999999991
0.1	0.90415
0.08	0.904154
0.060000000000000005	0.904102
0.04	0.90410399999999991
0.02	0.904096
0	0.90405799999999992
