V4_BL	V3_BL_n
1.2	-9.9999999999999991E-06
1.1800000000000002	-6E-06
1.1600000000000001	-9.9999999999999991E-06
1.1400000000000001	-8E-06
1.12	2.4E-05
1.1	9.9999999999999991E-06
1.08	1.6E-05
1.06	0
1.04	1.2E-05
1.02	1.9999999999999998E-05
1	6E-06
0.98000000000000009	6E-06
0.96000000000000008	4E-06
0.94000000000000006	8E-06
0.92	-6E-06
0.9	-2E-06
0.88	8E-06
0.86	2E-06
0.84000000000000008	9.9999999999999991E-06
0.82000000000000006	1.2E-05
0.8	0
0.78	4E-06
0.76	9.9999999999999991E-06
0.74	-8E-06
0.72000000000000008	-8E-06
0.70000000000000007	-9.9999999999999991E-06
0.68	-4E-06
0.66	2E-06
0.64	-2E-06
0.62	0
0.6	-6E-06
0.58000000000000007	1.6E-05
0.56	0
0.54	0
0.52	2E-06
0.5	-8E-06
0.48000000000000004	-8E-06
0.46	-8E-06
0.44	-4E-06
0.42000000000000004	-2E-06
0.4	-8E-06
0.38	-4E-06
0.36000000000000004	1.2E-05
0.34	7.2E-05
0.32	0.00045599999999999997
0.3	0.0029259999999999998
0.28	1.01872
0.26	0.919662
0.24000000000000002	0.919646
0.22	0.919642
0.2	0.91953999999999991
0.18000000000000002	0.919592
0.16	0.91976399999999992
0.14	0.919662
0.12000000000000001	0.91969
0.1	0.91972
0.08	0.919796
0.060000000000000005	0.91987599999999992
0.04	0.91986799999999991
0.02	0.919802
0	0.919682
