V4_BL	V3_BL_n
1.2	-8E-06
1.1800000000000002	-6E-06
1.1600000000000001	-4E-06
1.1400000000000001	0
1.12	0
1.1	4E-06
1.08	0
1.06	8E-06
1.04	0
1.02	6E-06
1	2E-06
0.98000000000000009	4E-06
0.96000000000000008	1.2E-05
0.94000000000000006	2E-06
0.92	6E-06
0.9	4E-06
0.88	4E-06
0.86	9.9999999999999991E-06
0.84000000000000008	2E-06
0.82000000000000006	4E-06
0.8	6E-06
0.78	-2E-06
0.76	4E-06
0.74	0
0.72000000000000008	4E-06
0.70000000000000007	-2E-06
0.68	2E-06
0.66	0
0.64	2E-06
0.62	0
0.6	-4E-06
0.58000000000000007	-2E-06
0.56	2E-06
0.54	-4E-06
0.52	4E-06
0.5	4E-06
0.48000000000000004	-4E-06
0.46	8E-06
0.44	-4E-06
0.42000000000000004	1.2E-05
0.4	3.4E-05
0.38	7.8E-05
0.36000000000000004	0.000772
0.34	0.0096779999999999991
0.32	1.238216
0.3	0.95978
0.28	0.959804
0.26	0.960044
0.24000000000000002	0.959776
0.22	0.95983599999999991
0.2	0.95971999999999991
0.18000000000000002	0.959712
0.16	0.959668
0.14	0.959526
0.12000000000000001	0.95978
0.1	0.959434
0.08	0.95955399999999991
0.060000000000000005	0.95958999999999994
0.04	0.959364
0.02	0.95951199999999992
0	0.959356
