V3_BL_n	V4_BL
1.2	-1.2E-05
1.1800000000000002	-1.2E-05
1.1600000000000001	-9.9999999999999991E-06
1.1400000000000001	-1.2E-05
1.12	-1.4E-05
1.1	-1.2E-05
1.08	-1.2E-05
1.06	-1.2E-05
1.04	-1.2E-05
1.02	-1.2E-05
1	-1.2E-05
0.98000000000000009	-1.2E-05
0.96000000000000008	-1.2E-05
0.94000000000000006	-1.4E-05
0.92	-1.2E-05
0.9	-1.2E-05
0.88	-1.4E-05
0.86	-1.2E-05
0.84000000000000008	-1.2E-05
0.82000000000000006	-9.9999999999999991E-06
0.8	-1.2E-05
0.78	-1.4E-05
0.76	-1.4E-05
0.74	-1.2E-05
0.72000000000000008	-1.4E-05
0.70000000000000007	-1.2E-05
0.68	-1.4E-05
0.66	-1.2E-05
0.64	-1.2E-05
0.62	-1.2E-05
0.6	-1.4E-05
0.58000000000000007	-1.2E-05
0.56	-1.8E-05
0.54	-1.6E-05
0.52	-1.4E-05
0.5	-1.4E-05
0.48000000000000004	-1.2E-05
0.46	-1.4E-05
0.44	-1.4E-05
0.42000000000000004	-1.9999999999999998E-05
0.4	-1.9999999999999998E-05
0.38	-1.8E-05
0.36000000000000004	-1.2E-05
0.34	7.8E-05
0.32	0.001096
0.3	1.033904
0.28	0.92193399999999992
0.26	0.921782
0.24000000000000002	0.921744
0.22	0.92176799999999992
0.2	0.921828
0.18000000000000002	0.92173399999999994
0.16	0.92194
0.14	0.921588
0.12000000000000001	0.92175999999999991
0.1	0.921692
0.08	0.92163
0.060000000000000005	0.92155199999999993
0.04	0.92159799999999992
0.02	0.92150999999999994
0	0.921458
