V4_BL	V3_BL_n
1.2	-9.9999999999999991E-06
1.1800000000000002	-4E-06
1.1600000000000001	-2E-06
1.1400000000000001	-4E-06
1.12	-6E-06
1.1	-4E-06
1.08	-6E-06
1.06	-4E-06
1.04	-6E-06
1.02	-6E-06
1	-2E-06
0.98000000000000009	-4E-06
0.96000000000000008	-6E-06
0.94000000000000006	-4E-06
0.92	-2E-06
0.9	-2E-06
0.88	-6E-06
0.86	-2E-06
0.84000000000000008	-4E-06
0.82000000000000006	0
0.8	-2E-06
0.78	8E-06
0.76	4E-06
0.74	4E-06
0.72000000000000008	4E-06
0.70000000000000007	4E-06
0.68	-2E-06
0.66	0
0.64	4E-06
0.62	-2E-06
0.6	0
0.58000000000000007	6E-06
0.56	0
0.54	-2E-06
0.52	0
0.5	-6E-06
0.48000000000000004	0
0.46	-2E-06
0.44	0
0.42000000000000004	0
0.4	-2E-06
0.38	4E-06
0.36000000000000004	1.8E-05
0.34	7.8E-05
0.32	0.00041999999999999996
0.3	0.0022819999999999997
0.28	0.465584
0.26	0.93919199999999992
0.24000000000000002	0.915766
0.22	0.915724
0.2	0.915696
0.18000000000000002	0.915692
0.16	0.915724
0.14	0.915698
0.12000000000000001	0.9157019999999999
0.1	0.915646
0.08	0.9157019999999999
0.060000000000000005	0.915636
0.04	0.915596
0.02	0.91562599999999994
0	0.91559799999999991
